date	macro_dimension	dimension	gender	frequency
2019-01-30	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2019-01-30	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2019-01-31	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2019-01-31	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2019-01-31	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2019-01-31	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2019-01-31	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-10-12	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-10-12	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-10-12	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-10-13	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-10-13	Willingness to take action	Active-agentic	undefined	1
2018-10-13	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-10-13	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2018-10-14	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2018-10-14	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2018-10-14	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-10-15	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-10-15	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-10-16	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-10-16	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2018-10-16	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-10-17	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-10-17	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-10-17	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-10-18	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2018-10-18	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2018-10-18	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-10-18	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-10-19	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2018-10-19	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-10-19	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-10-20	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2018-10-21	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2018-10-21	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-10-22	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2018-10-22	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-10-22	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2018-10-23	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-10-23	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2018-10-23	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-10-23	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2018-10-24	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2018-10-24	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2018-10-24	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2018-10-24	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2018-10-24	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-10-25	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-10-25	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-10-26	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-10-26	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2018-10-26	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2018-10-27	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-10-27	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2018-10-27	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2018-10-28	Conditionality-Variables Shaping outlook	Leadership	undefined	4
2018-10-29	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-10-29	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-10-30	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2018-10-30	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-10-30	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-09-01	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-09-02	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-09-02	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2018-09-02	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2018-09-03	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	5
2018-09-03	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-09-03	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2018-09-04	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-09-04	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-09-05	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-09-05	Willingness to take action	Active-agentic	undefined	1
2018-09-05	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-09-05	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-09-06	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-09-06	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	4
2018-09-07	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2018-09-07	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	4
2018-09-07	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2018-09-07	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	3
2018-09-08	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-09-08	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2018-09-08	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2018-09-08	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2018-09-09	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	4
2018-09-09	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-09-10	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-09-10	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	5
2018-09-10	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-09-10	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-09-10	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	2
2018-09-11	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-09-11	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-09-11	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-09-12	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-09-13	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2018-09-13	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2018-09-14	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-09-15	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-09-16	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-09-17	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-09-17	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2018-09-17	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-09-18	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2018-09-18	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-09-19	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-09-19	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2018-09-19	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-09-19	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-09-20	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2018-09-20	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-09-21	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-09-22	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-09-22	Conditionality-Variables Shaping outlook	Leadership	undefined	4
2018-09-22	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-09-23	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-09-23	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	4
2018-09-23	Willingness to take action	Active-agentic	undefined	1
2018-09-23	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2018-09-23	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2018-09-24	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2018-09-24	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-09-24	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-09-24	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2018-09-24	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-09-25	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2018-09-25	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-09-25	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2018-09-25	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2018-09-26	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	4
2018-09-26	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	5
2018-09-26	Willingness to take action	Active-agentic	undefined	1
2018-09-26	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-09-26	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2018-09-27	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-09-28	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-09-29	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2018-09-29	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2018-09-29	Willingness to take action	Active-agentic	undefined	2
2018-09-29	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-09-30	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2018-09-30	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-07-01	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-07-01	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2018-07-01	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-07-02	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	6
2018-07-02	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-07-02	Conditionality-Variables Shaping outlook	Leadership	undefined	7
2018-07-02	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-07-02	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-07-03	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-07-03	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-07-04	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2018-07-04	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-07-04	Conditionality-Variables Shaping outlook	Leadership	undefined	6
2018-07-04	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2018-07-04	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-07-05	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-07-05	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-07-05	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2018-07-05	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-07-06	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2018-07-06	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-07-07	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-07-07	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-07-07	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-07-07	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-07-08	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2018-07-08	Willingness to take action	Active-agentic	undefined	1
2018-07-08	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2018-07-09	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2018-07-09	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2018-07-10	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2018-07-10	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-07-11	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2018-07-11	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-07-11	Willingness to take action	Active-agentic	undefined	1
2018-07-11	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-07-11	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2018-07-12	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-07-12	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-07-12	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-07-12	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-07-13	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2018-07-13	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-07-13	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2018-07-14	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2018-07-14	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2018-07-14	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-07-15	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-07-15	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-07-16	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-07-16	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2018-07-16	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2018-07-17	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-07-17	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-07-17	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-07-17	Conditionality-Variables Shaping outlook	Collective Action	undefined	3
2018-07-18	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2018-07-18	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-07-18	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-07-18	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2018-07-18	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-07-19	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-07-19	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	4
2018-07-19	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-07-19	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-07-19	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-07-20	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-07-20	Conditionality-Variables Shaping outlook	Collective Action	undefined	4
2018-07-20	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-07-21	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2018-07-21	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-07-22	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2018-07-22	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-07-22	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-07-24	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2018-07-24	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2018-07-24	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-07-25	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2018-07-25	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-07-25	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-07-25	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-07-26	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-07-27	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2018-07-27	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-07-27	Conditionality-Variables Shaping outlook	Collective Action	undefined	3
2018-07-27	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-07-28	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2018-07-28	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-07-29	Willingness to take action	Active-agentic	undefined	1
2018-07-29	Conditionality-Variables Shaping outlook	Leadership	undefined	7
2018-07-29	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2018-07-30	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-07-30	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2018-07-30	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2018-07-31	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-07-31	Conditionality-Variables Shaping outlook	Leadership	undefined	5
2018-07-31	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-06-01	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-06-01	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-06-02	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-06-02	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2018-06-02	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2018-06-03	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-06-03	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2018-06-03	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2018-06-03	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	3
2018-06-04	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-06-04	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-06-04	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2018-06-04	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-06-05	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-06-05	Willingness to take action	Active-agentic	undefined	1
2018-06-05	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2018-06-06	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-06-06	Conditionality-Variables Shaping outlook	Leadership	undefined	4
2018-06-06	Conditionality-Variables Shaping outlook	Collective Action	undefined	2
2018-06-06	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-06-07	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-06-07	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2018-06-07	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-06-07	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2018-06-08	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2018-06-08	Willingness to take action	Active-agentic	undefined	1
2018-06-08	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-06-09	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2018-06-09	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2018-06-09	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	4
2018-06-09	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-06-10	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2018-06-10	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2018-06-10	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-06-11	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-06-11	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2018-06-12	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	4
2018-06-12	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	4
2018-06-12	Conditionality-Variables Shaping outlook	Leadership	undefined	4
2018-06-12	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-06-13	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2018-06-13	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2018-06-13	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-06-13	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-06-14	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-06-14	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-06-14	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-06-15	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-06-15	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-06-15	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-06-16	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-06-16	Conditionality-Variables Shaping outlook	Leadership	undefined	4
2018-06-16	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-06-17	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2018-06-18	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-06-19	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2018-06-19	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-06-19	Willingness to take action	Active-agentic	undefined	2
2018-06-19	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-06-19	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-06-20	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-06-20	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-06-20	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-06-21	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2018-06-21	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2018-06-22	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2018-06-22	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2018-06-22	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-06-22	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2018-06-23	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-06-23	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-06-23	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2018-06-23	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-06-23	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-06-24	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2018-06-24	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-06-24	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-06-24	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	3
2018-06-25	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-06-25	Willingness to take action	Active-agentic	undefined	1
2018-06-25	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-06-25	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-06-25	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-06-26	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2018-06-26	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-06-26	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	3
2018-06-27	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2018-06-27	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-06-28	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-06-28	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-06-28	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-06-29	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2018-06-29	Willingness to take action	Active-agentic	undefined	1
2018-06-29	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2018-06-29	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	2
2018-06-30	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-06-30	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-06-30	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-06-30	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2018-06-30	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-05-01	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-05-01	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-05-02	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2018-05-02	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2018-05-02	Willingness to take action	Active-agentic	undefined	1
2018-05-02	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-05-03	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-05-04	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-05-04	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2018-05-04	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	3
2018-05-05	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-05-05	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2018-05-05	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-05-06	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2018-05-06	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2018-05-06	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	4
2018-05-07	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2018-05-07	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-05-07	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2018-05-08	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2018-05-08	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	3
2018-05-09	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2018-05-09	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-05-09	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-05-10	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-05-10	Willingness to take action	Active-agentic	undefined	1
2018-05-10	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-05-10	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-05-11	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	5
2018-05-11	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
