date	column	frequency
2020-09-26	disgust	5.67
2020-09-26	love	72.04
2020-09-26	fear	6.37
2020-09-27	socio-political content	1423.5319
2020-09-27	COVID19 content	416.3339
2020-09-27	Negative Valence	1220.3201
2020-09-27	Aggression	670.1183
2020-09-27	Target other countries	741.99
2020-09-27	Target religious sect	771.6436
2020-09-27	Target sexual orientation	427.3993
2020-09-27	Disease dehumanization	1290.0697
2020-09-27	sports	9
2020-09-27	joy	137.26
2020-09-27	pride	14.49
2020-09-27	anger	18.48
2020-09-27	sad	52.66
2020-09-27	disgust	7.92
2020-09-27	love	65.67
2020-09-27	fear	2.25
2020-09-28	socio-political content	1379.9463
2020-09-28	COVID19 content	419.3175
2020-09-28	Negative Valence	1219.8156
2020-09-28	Aggression	677.9009
2020-09-28	Target other countries	759.03
2020-09-28	Target religious sect	815.4457
2020-09-28	Target sexual orientation	428.1358
2020-09-28	Disease dehumanization	1295.5638
2020-09-28	sports	2
2020-09-28	joy	92.74
2020-09-28	pride	5.37
2020-09-28	anger	16.41
2020-09-28	sad	62.65
2020-09-28	disgust	7.74
2020-09-28	love	53.66
2020-09-28	fear	0.81
2020-09-29	socio-political content	1401.0468
2020-09-29	COVID19 content	442.8519
2020-09-29	Negative Valence	1248.0898
2020-09-29	Aggression	733.7984
2020-09-29	Target other countries	718.54
2020-09-29	Target religious sect	732.6417
2020-09-29	Target sexual orientation	437.544
2020-09-29	Disease dehumanization	1311.648
2020-09-29	sports	7
2020-09-29	joy	118.85
2020-09-29	pride	6.06
2020-09-29	anger	14.86
2020-09-29	sad	54.76
2020-09-29	disgust	1.5
2020-09-29	love	40.6
2020-09-29	fear	6.87
2020-09-30	socio-political content	1470.8245
2020-09-30	COVID19 content	444.1961
2020-09-30	Negative Valence	1218.1007
2020-09-30	Aggression	749.4661
2020-09-30	Target other countries	846.02
2020-09-30	Target religious sect	784.1135
2020-09-30	Target sexual orientation	479.1162
2020-09-30	Disease dehumanization	1377.7379
2020-09-30	sports	4
2020-09-30	joy	116.57
2020-09-30	pride	12.18
2020-09-30	anger	26.46
2020-09-30	sad	54.77
2020-09-30	disgust	12.87
2020-09-30	love	55.21
2020-09-30	fear	2.37
2020-10-01	socio-political content	1565.3369
2020-10-01	COVID19 content	469.3329
2020-10-01	Negative Valence	1297.2947
2020-10-01	Aggression	768.5368
2020-10-01	Target other countries	860.37
2020-10-01	Target religious sect	881.1532
2020-10-01	Target sexual orientation	459.5063
2020-10-01	Disease dehumanization	1429.5718
2020-10-01	sports	14
2020-10-01	joy	93.84
2020-10-01	pride	13.8
2020-10-01	anger	12.42
2020-10-01	sad	57.42
2020-10-01	disgust	6.24
2020-10-01	love	90.57
2020-10-01	fear	0.75
2020-10-02	socio-political content	1546.9901
2020-10-02	COVID19 content	463.6941
2020-10-02	Negative Valence	1343.9
2020-10-02	Aggression	760.6989
2020-10-02	Target other countries	827.74
2020-10-02	Target religious sect	859.5524
2020-10-02	Target sexual orientation	474.0453
2020-10-02	Disease dehumanization	1464.0874
2020-10-02	sports	8
2020-10-02	joy	112.16
2020-10-02	pride	9
2020-10-02	anger	18.48
2020-10-02	sad	59.33
2020-10-02	disgust	12.24
2020-10-02	love	60.98
2020-10-02	fear	3
2020-10-03	socio-political content	1394.81
2020-10-03	COVID19 content	399.2428
2020-10-03	Negative Valence	1224.8852
2020-10-03	Aggression	711.7249
2020-10-03	Target other countries	769.97
2020-10-03	Target religious sect	849.7431
2020-10-03	Target sexual orientation	432.4898
2020-10-03	Disease dehumanization	1294.6981
2020-10-03	sports	6
2020-10-03	joy	112.31
2020-10-03	pride	10.74
2020-10-03	anger	12.48
2020-10-03	sad	34.29
2020-10-03	disgust	5.37
2020-10-03	love	78.67
2020-10-03	fear	3.81
2020-10-04	socio-political content	1516.4951
2020-10-04	COVID19 content	392.9906
2020-10-04	Negative Valence	1295.4117
2020-10-04	Aggression	754.7419
2020-10-04	Target other countries	807.05
2020-10-04	Target religious sect	828.9756
2020-10-04	Target sexual orientation	447.5363
2020-10-04	Disease dehumanization	1339.4132
2020-10-04	sports	7
2020-10-04	joy	120.56
2020-10-04	pride	4.56
2020-10-04	anger	13.99
2020-10-04	sad	56.58
2020-10-04	disgust	3.87
2020-10-04	love	65.95
2020-10-04	fear	3.99
2020-10-05	socio-political content	1677.1758
2020-10-05	COVID19 content	519.9908
2020-10-05	Negative Valence	1498.9265
2020-10-05	Aggression	884.659
2020-10-05	Target other countries	954.07
2020-10-05	Target religious sect	956.8124
2020-10-05	Target sexual orientation	520.2408
2020-10-05	Disease dehumanization	1544.6295
2020-10-05	sports	12
2020-10-05	joy	167.56
2020-10-05	pride	4.56
2020-10-05	anger	10.98
2020-10-05	sad	59.99
2020-10-05	disgust	8.49
2020-10-05	love	83.25
2020-10-05	fear	5.37
2020-10-06	socio-political content	1630.8286
2020-10-06	COVID19 content	492.4509
2020-10-06	Negative Valence	1431.6832
2020-10-06	Aggression	828.9984
2020-10-06	Target other countries	900.52
2020-10-06	Target religious sect	963.1649
2020-10-06	Target sexual orientation	532.8212
2020-10-06	Disease dehumanization	1516.1876
2020-10-06	sports	8
2020-10-06	joy	130.61
2020-10-06	pride	4.62
2020-10-06	anger	11.55
2020-10-06	sad	64.86
2020-10-06	disgust	7.8
2020-10-06	love	100.18
2020-10-06	fear	5.37
2020-10-07	socio-political content	1575.2482
2020-10-07	COVID19 content	456.0398
2020-10-07	Negative Valence	1380.4617
2020-10-07	Aggression	776.6047
2020-10-07	Target other countries	845.85
2020-10-07	Target religious sect	875.2722
2020-10-07	Target sexual orientation	464.6383
2020-10-07	Disease dehumanization	1407.8734
2020-10-07	sports	3
2020-10-07	joy	132.18
2020-10-07	pride	6
2020-10-07	anger	17.8
2020-10-07	sad	47.54
2020-10-07	disgust	6.87
2020-10-07	love	62.92
2020-10-07	fear	3.87
2020-10-08	socio-political content	1344.4983
2020-10-08	COVID19 content	391.3261
2020-10-08	Negative Valence	1165.4945
2020-10-08	Aggression	663.175
2020-10-08	Target other countries	713.36
2020-10-08	Target religious sect	699.5166
2020-10-08	Target sexual orientation	407.738
2020-10-08	Disease dehumanization	1211.1931
2020-10-08	sports	9
2020-10-08	joy	114.48
2020-10-08	pride	9.24
2020-10-08	anger	12.3
2020-10-08	sad	48.31
2020-10-08	disgust	4.8
2020-10-08	love	81.78
2020-10-08	fear	4.56
2020-10-09	socio-political content	1442.8197
2020-10-09	COVID19 content	433.3478
2020-10-09	Negative Valence	1253.3123
2020-10-09	Aggression	731.7222
2020-10-09	Target other countries	801.38
2020-10-09	Target religious sect	785.2997
2020-10-09	Target sexual orientation	435.059
2020-10-09	Disease dehumanization	1341.013
2020-10-09	sports	12
2020-10-09	joy	143.75
2020-10-09	pride	8.31
2020-10-09	anger	9.12
2020-10-09	sad	45.61
2020-10-09	disgust	7.05
2020-10-09	love	56.98
2020-10-09	fear	1.5
2020-10-10	socio-political content	1220.6765
2020-10-10	COVID19 content	322.9658
2020-10-10	Negative Valence	1016.6311
2020-10-10	Aggression	626.9159
2020-10-10	Target other countries	614.88
2020-10-10	Target religious sect	634.9813
2020-10-10	Target sexual orientation	332.1327
2020-10-10	Disease dehumanization	1083.657
2020-10-10	sports	9
2020-10-10	joy	91.08
2020-10-10	pride	6.81
2020-10-10	anger	11.18
2020-10-10	sad	55.67
2020-10-10	disgust	6.12
2020-10-10	love	63.32
2020-10-10	fear	1.56
2020-10-11	socio-political content	1474.0939
2020-10-11	COVID19 content	415.8034
2020-10-11	Negative Valence	1250.7965
2020-10-11	Aggression	715.0233
2020-10-11	Target other countries	769.68
2020-10-11	Target religious sect	777.5074
2020-10-11	Target sexual orientation	412.4647
2020-10-11	Disease dehumanization	1265.4102
2020-10-11	sports	19
2020-10-11	joy	112.78
2020-10-11	pride	11.62
2020-10-11	anger	10.98
2020-10-11	sad	57.67
2020-10-11	disgust	7.68
2020-10-11	love	50.94
2020-10-11	fear	1.5
2020-10-12	socio-political content	1377.0971
2020-10-12	COVID19 content	370.5338
2020-10-12	Negative Valence	1204.4217
2020-10-12	Aggression	670.11
2020-10-12	Target other countries	775.52
2020-10-12	Target religious sect	755.2591
2020-10-12	Target sexual orientation	392.0828
2020-10-12	Disease dehumanization	1251.5912
2020-10-12	sports	7
2020-10-12	joy	107.73
2020-10-12	pride	6.75
2020-10-12	anger	15.73
2020-10-12	sad	42
2020-10-12	disgust	4.56
2020-10-12	love	78.52
2020-10-12	fear	2.25
2020-10-13	socio-political content	1402.4689
2020-10-13	COVID19 content	431.0865
2020-10-13	Negative Valence	1181.6365
2020-10-13	Aggression	709.4759
2020-10-13	Target other countries	817.69
2020-10-13	Target religious sect	786.8713
2020-10-13	Target sexual orientation	439.4028
2020-10-13	Disease dehumanization	1273.3493
2020-10-13	sports	8
2020-10-13	joy	103.23
2020-10-13	pride	1.62
2020-10-13	anger	11.31
2020-10-13	sad	49.64
2020-10-13	disgust	3.75
2020-10-13	love	53.37
2020-10-13	fear	3.75
2020-10-14	socio-political content	1458.1796
2020-10-14	COVID19 content	425.9892
2020-10-14	Negative Valence	1237.8443
2020-10-14	Aggression	704.2955
2020-10-14	Target other countries	850.79
2020-10-14	Target religious sect	822.3023
2020-10-14	Target sexual orientation	446.9142
2020-10-14	Disease dehumanization	1362.2595
2020-10-14	sports	11
2020-10-14	joy	99.78
2020-10-14	pride	7.62
2020-10-14	anger	14.97
2020-10-14	sad	58.15
2020-10-14	disgust	6.99
2020-10-14	love	51.66
2020-10-14	fear	1.5
2020-10-15	socio-political content	1331.0587
2020-10-15	COVID19 content	391.7373
2020-10-15	Negative Valence	1109.5493
2020-10-15	Aggression	695.0092
2020-10-15	Target other countries	720.76
2020-10-15	Target religious sect	706.9755
2020-10-15	Target sexual orientation	403.5332
2020-10-15	Disease dehumanization	1211.2188
2020-10-15	sports	11
2020-10-15	joy	120.55
2020-10-15	pride	7.5
2020-10-15	anger	14.73
2020-10-15	sad	54.4
2020-10-15	disgust	5.5
2020-10-15	love	58.06
2020-10-15	fear	3.87
2020-10-16	socio-political content	1556.5053
2020-10-16	COVID19 content	456.2289
2020-10-16	Negative Valence	1364.5686
2020-10-16	Aggression	779.5108
2020-10-16	Target other countries	819.3
2020-10-16	Target religious sect	909.7588
2020-10-16	Target sexual orientation	465.3439
2020-10-16	Disease dehumanization	1481.8801
2020-10-16	sports	12
2020-10-16	joy	91.81
2020-10-16	pride	10.74
2020-10-16	anger	12.66
2020-10-16	sad	47.53
2020-10-16	disgust	7.11
2020-10-16	love	85.31
2020-10-16	fear	2.25
2020-10-17	socio-political content	1621.2363
2020-10-17	COVID19 content	485.9773
2020-10-17	Negative Valence	1399.8131
2020-10-17	Aggression	820.6775
2020-10-17	Target other countries	847.48
2020-10-17	Target religious sect	854.798
2020-10-17	Target sexual orientation	472.6861
2020-10-17	Disease dehumanization	1468.6587
2020-10-17	sports	12
2020-10-17	joy	98.24
2020-10-17	pride	10.5
2020-10-17	anger	18.06
2020-10-17	sad	51.68
2020-10-17	disgust	10.92
2020-10-17	love	79.23
2020-10-17	fear	3.18
2020-10-18	socio-political content	1457.5872
2020-10-18	COVID19 content	461.7159
2020-10-18	Negative Valence	1247.9361
2020-10-18	Aggression	744.2862
2020-10-18	Target other countries	729.52
2020-10-18	Target religious sect	784.2407
2020-10-18	Target sexual orientation	435.6941
2020-10-18	Disease dehumanization	1331.2735
2020-10-18	sports	10
2020-10-18	joy	118.3
2020-10-18	pride	11.31
2020-10-18	anger	15.1
2020-10-18	sad	47.95
2020-10-18	disgust	11.59
2020-10-18	love	69.57
2020-10-18	fear	5.79
2020-10-19	socio-political content	1645.7484
2020-10-19	COVID19 content	481.3548
2020-10-19	Negative Valence	1451.1204
2020-10-19	Aggression	788.9572
2020-10-19	Target other countries	885.98
2020-10-19	Target religious sect	924.5335
2020-10-19	Target sexual orientation	535.6366
2020-10-19	Disease dehumanization	1572.8236
2020-10-19	sports	4
2020-10-19	joy	123.88
2020-10-19	pride	6.93
2020-10-19	anger	13.24
2020-10-19	sad	45.49
2020-10-19	disgust	6.36
2020-10-19	love	66.78
2020-10-19	fear	0
2020-10-20	socio-political content	1622.5344
2020-10-20	COVID19 content	486.808
2020-10-20	Negative Valence	1376.5658
2020-10-20	Aggression	774.7422
2020-10-20	Target other countries	844.67
2020-10-20	Target religious sect	921.8229
2020-10-20	Target sexual orientation	504.383
2020-10-20	Disease dehumanization	1552.1546
2020-10-20	sports	11
2020-10-20	joy	115.35
2020-10-20	pride	4.8
2020-10-20	anger	13.73
2020-10-20	sad	63.47
2020-10-20	disgust	3.99
2020-10-20	love	59.61
2020-10-20	fear	3.18
2020-10-21	socio-political content	1718.1814
2020-10-21	COVID19 content	504.1314
2020-10-21	Negative Valence	1502.4479
2020-10-21	Aggression	849.1134
2020-10-21	Target other countries	875.2
2020-10-21	Target religious sect	946.9463
2020-10-21	Target sexual orientation	508.3579
2020-10-21	Disease dehumanization	1584.5443
2020-10-21	sports	6
2020-10-21	joy	116.63
2020-10-21	pride	39.81
2020-10-21	anger	24.23
2020-10-21	sad	63.06
2020-10-21	disgust	10.12
2020-10-21	love	91
2020-10-21	fear	3.12
2020-10-22	socio-political content	1396.5656
2020-10-22	COVID19 content	406.5717
2020-10-22	Negative Valence	1249.4089
2020-10-22	Aggression	705.0214
2020-10-22	Target other countries	770.21
2020-10-22	Target religious sect	765.8757
2020-10-22	Target sexual orientation	423.4666
2020-10-22	Disease dehumanization	1298.2718
2020-10-22	sports	6
2020-10-22	joy	116.96
2020-10-22	pride	8.5
2020-10-22	anger	15.6
2020-10-22	sad	66.31
2020-10-22	disgust	10.92
2020-10-22	love	56.11
2020-10-22	fear	4.62
2020-10-23	socio-political content	1500.5817
2020-10-23	COVID19 content	429.8097
2020-10-23	Negative Valence	1309.4797
2020-10-23	Aggression	749.77
2020-10-23	Target other countries	829.92
2020-10-23	Target religious sect	797.7239
2020-10-23	Target sexual orientation	442.3016
2020-10-23	Disease dehumanization	1345.2237
2020-10-23	sports	3
2020-10-23	joy	119.65
2020-10-23	pride	5.37
2020-10-23	anger	18.18
2020-10-23	sad	47.38
2020-10-23	disgust	9.16
2020-10-23	love	82.51
2020-10-23	fear	3.87
2020-10-24	socio-political content	1404.55
2020-10-24	COVID19 content	378.2003
2020-10-24	Negative Valence	1161.1798
2020-10-24	Aggression	673.2
2020-10-24	Target other countries	727.99
2020-10-24	Target religious sect	737.1768
2020-10-24	Target sexual orientation	376.8815
2020-10-24	Disease dehumanization	1224.8754
2020-10-24	sports	5
2020-10-24	joy	127.75
2020-10-24	pride	4.62
2020-10-24	anger	20.66
2020-10-24	sad	57.17
2020-10-24	disgust	2.5
2020-10-24	love	62.32
2020-10-24	fear	4.05
2020-10-25	socio-political content	1412.2351
2020-10-25	COVID19 content	388.6955
2020-10-25	Negative Valence	1200.609
2020-10-25	Aggression	693.4757
2020-10-25	Target other countries	761.2
2020-10-25	Target religious sect	779.7852
2020-10-25	Target sexual orientation	414.3038
2020-10-25	Disease dehumanization	1276.7056
2020-10-25	sports	12
2020-10-25	joy	118.02
2020-10-25	pride	9.49
2020-10-25	anger	18.41
2020-10-25	sad	70.34
2020-10-25	disgust	3.37
2020-10-25	love	44.11
2020-10-25	fear	3
2020-10-26	socio-political content	1670.8041
2020-10-26	COVID19 content	465.6147
2020-10-26	Negative Valence	1377.5616
2020-10-26	Aggression	818.5975
2020-10-26	Target other countries	910.5
2020-10-26	Target religious sect	890.2586
2020-10-26	Target sexual orientation	521.7242
2020-10-26	Disease dehumanization	1559.2032
2020-10-26	sports	5
2020-10-26	joy	113.11
2020-10-26	pride	8.55
2020-10-26	anger	21.34
2020-10-26	sad	43.68
2020-10-26	disgust	8.1
2020-10-26	love	53.81
2020-10-26	fear	4.06
2020-10-27	socio-political content	1662.9311
2020-10-27	COVID19 content	487.4165
2020-10-27	Negative Valence	1337.0156
2020-10-27	Aggression	782.4748
2020-10-27	Target other countries	903.93
2020-10-27	Target religious sect	892.2398
2020-10-27	Target sexual orientation	526.9662
2020-10-27	Disease dehumanization	1495.3709
2020-10-27	sports	6
2020-10-27	joy	111.59
2020-10-27	pride	9.06
2020-10-27	anger	16.05
2020-10-27	sad	42.71
2020-10-27	disgust	6
2020-10-27	love	66.77
2020-10-27	fear	5.25
2020-10-28	socio-political content	1665.2098
2020-10-28	COVID19 content	486.6549
2020-10-28	Negative Valence	1452.0521
2020-10-28	Aggression	792.3358
2020-10-28	Target other countries	926.5
2020-10-28	Target religious sect	983.5589
2020-10-28	Target sexual orientation	479.5437
2020-10-28	Disease dehumanization	1573.3864
2020-10-28	sports	9
2020-10-28	joy	128.3
2020-10-28	pride	6.12
2020-10-28	anger	13.62
2020-10-28	sad	54.53
2020-10-28	disgust	6.99
2020-10-28	love	60.41
2020-10-28	fear	5.31
2020-10-29	socio-political content	1748.5071
2020-10-29	COVID19 content	511.3016
2020-10-29	Negative Valence	1506.4664
2020-10-29	Aggression	885.8975
2020-10-29	Target other countries	898.21
2020-10-29	Target religious sect	945.5621
2020-10-29	Target sexual orientation	527.717
2020-10-29	Disease dehumanization	1621.0885
2020-10-29	sports	4
2020-10-29	joy	122.18
2020-10-29	pride	2.37
2020-10-29	anger	21.17
2020-10-29	sad	52.23
2020-10-29	disgust	5.5
2020-10-29	love	65.99
2020-10-29	fear	7.43
2020-10-30	socio-political content	1478.4155
2020-10-30	COVID19 content	445.9719
2020-10-30	Negative Valence	1245.655
2020-10-30	Aggression	717.9634
2020-10-30	Target other countries	793.66
2020-10-30	Target religious sect	790.4797
2020-10-30	Target sexual orientation	457.637
2020-10-30	Disease dehumanization	1369.9764
2020-10-30	sports	5
2020-10-30	joy	101.62
2020-10-30	pride	7.56
2020-10-30	anger	16.23
2020-10-30	sad	45.32
2020-10-30	disgust	3.12
2020-10-30	love	55.26
2020-10-30	fear	2.43
2020-10-31	socio-political content	1557.2913
2020-10-31	COVID19 content	444.7987
2020-10-31	Negative Valence	1408.9438
2020-10-31	Aggression	804.0426
2020-10-31	Target other countries	875.73
2020-10-31	Target religious sect	885.0954
2020-10-31	Target sexual orientation	470.5967
2020-10-31	Disease dehumanization	1398.4258
2020-10-31	sports	15
2020-10-31	joy	124.7
2020-10-31	pride	4.5
2020-10-31	anger	14.91
2020-10-31	sad	64.81
2020-10-31	disgust	3
2020-10-31	love	64.37
2020-10-31	fear	1.5
2020-11-01	socio-political content	1349.26
2020-11-01	COVID19 content	386.2568
2020-11-01	Negative Valence	1167.6169
2020-11-01	Aggression	683.6466
2020-11-01	Target other countries	706.12
2020-11-01	Target religious sect	759.6385
2020-11-01	Target sexual orientation	389.4319
2020-11-01	Disease dehumanization	1244.2289
2020-11-01	sports	4
2020-11-01	joy	126.87
2020-11-01	pride	4.06
2020-11-01	anger	11.37
2020-11-01	sad	50.04
2020-11-01	disgust	3.12
2020-11-01	love	69.43
2020-11-01	fear	2.43
2020-11-02	socio-political content	1435.4763
2020-11-02	COVID19 content	426.8004
2020-11-02	Negative Valence	1228.9976
2020-11-02	Aggression	677.4296
2020-11-02	Target other countries	765.8
2020-11-02	Target religious sect	756.0604
2020-11-02	Target sexual orientation	412.4947
2020-11-02	Disease dehumanization	1342.8884
2020-11-02	sports	0
2020-11-02	joy	135.48
2020-11-02	pride	3.06
2020-11-02	anger	14.05
2020-11-02	sad	58.92
2020-11-02	disgust	2.43
2020-11-02	love	55.18
2020-11-02	fear	3.81
2020-11-03	socio-political content	1549.8114
2020-11-03	COVID19 content	420.6439
2020-11-03	Negative Valence	1311.571
2020-11-03	Aggression	747.3295
2020-11-03	Target other countries	826.61
2020-11-03	Target religious sect	800.6508
2020-11-03	Target sexual orientation	446.071
2020-11-03	Disease dehumanization	1394.0838
2020-11-03	sports	8
2020-11-03	joy	117.62
2020-11-03	pride	6.99
2020-11-03	anger	11.41
2020-11-03	sad	55.14
2020-11-03	disgust	6.49
2020-11-03	love	82.49
2020-11-03	fear	4
2020-11-04	socio-political content	1668.8356
2020-11-04	COVID19 content	471.1851
2020-11-04	Negative Valence	1479.1194
2020-11-04	Aggression	773.879
2020-11-04	Target other countries	921.51
2020-11-04	Target religious sect	822.5559
2020-11-04	Target sexual orientation	482.9939
2020-11-04	Disease dehumanization	1478.3965
2020-11-04	sports	11
2020-11-04	joy	123.66
2020-11-04	pride	7.56
2020-11-04	anger	11.91
2020-11-04	sad	43.66
2020-11-04	disgust	3.81
2020-11-04	love	51.99
2020-11-04	fear	3
2020-11-05	socio-political content	1445.8414
2020-11-05	COVID19 content	383.591
2020-11-05	Negative Valence	1217.3022
2020-11-05	Aggression	712.8242
2020-11-05	Target other countries	778.66
2020-11-05	Target religious sect	748.4201
2020-11-05	Target sexual orientation	405.3424
2020-11-05	Disease dehumanization	1257.073
2020-11-05	sports	4
2020-11-05	joy	124.7
2020-11-05	pride	5.31
2020-11-05	anger	19.98
2020-11-05	sad	50.45
2020-11-05	disgust	11.47
2020-11-05	love	57.69
2020-11-05	fear	1.75
2020-11-06	socio-political content	1635.9757
2020-11-06	COVID19 content	468.1422
2020-11-06	Negative Valence	1450.6323
2020-11-06	Aggression	774.725
2020-11-06	Target other countries	900.82
2020-11-06	Target religious sect	945.5562
2020-11-06	Target sexual orientation	491.0101
2020-11-06	Disease dehumanization	1526.2744
2020-11-06	sports	3
2020-11-06	joy	133.75
2020-11-06	pride	6.93
2020-11-06	anger	10.05
2020-11-06	sad	64.92
2020-11-06	disgust	8.16
2020-11-06	love	62.27
2020-11-06	fear	4.05
2020-11-07	socio-political content	1357.2104
2020-11-07	COVID19 content	356.9168
2020-11-07	Negative Valence	1169.7569
2020-11-07	Aggression	680.7973
2020-11-07	Target other countries	746.75
2020-11-07	Target religious sect	714.6816
2020-11-07	Target sexual orientation	349.239
2020-11-07	Disease dehumanization	1216.8777
2020-11-07	sports	7
2020-11-07	joy	121.11
2020-11-07	pride	4.06
2020-11-07	anger	6.87
2020-11-07	sad	54.89
2020-11-07	disgust	5.56
2020-11-07	love	50.51
2020-11-07	fear	2.25
2020-11-08	socio-political content	1298.4041
2020-11-08	COVID19 content	356.2541
2020-11-08	Negative Valence	1137.5727
2020-11-08	Aggression	584.4668
2020-11-08	Target other countries	701.47
2020-11-08	Target religious sect	642.5341
2020-11-08	Target sexual orientation	345.282
2020-11-08	Disease dehumanization	1129.8792
2020-11-08	sports	12
2020-11-08	joy	129.23
2020-11-08	pride	5.43
2020-11-08	anger	12.09
2020-11-08	sad	73.38
2020-11-08	disgust	4.62
2020-11-08	love	52.18
2020-11-08	fear	3.81
2020-11-09	socio-political content	1331.7006
2020-11-09	COVID19 content	329.8114
2020-11-09	Negative Valence	1124.2747
2020-11-09	Aggression	645.4397
2020-11-09	Target other countries	676.33
2020-11-09	Target religious sect	677.4888
2020-11-09	Target sexual orientation	382.133
2020-11-09	Disease dehumanization	1151.3515
2020-11-09	sports	4
2020-11-09	joy	109.06
2020-11-09	pride	9.67
2020-11-09	anger	9.81
2020-11-09	sad	45.1
2020-11-09	disgust	7.99
2020-11-09	love	51.23
2020-11-09	fear	4.56
2020-11-10	socio-political content	1236.2912
2020-11-10	COVID19 content	341.2507
2020-11-10	Negative Valence	990.0867
2020-11-10	Aggression	603.2298
2020-11-10	Target other countries	662.94
2020-11-10	Target religious sect	677.0474
2020-11-10	Target sexual orientation	331.6164
2020-11-10	Disease dehumanization	1081.2285
2020-11-10	sports	5
2020-11-10	joy	78.52
2020-11-10	pride	4.74
2020-11-10	anger	12.48
2020-11-10	sad	46.48
2020-11-10	disgust	4.56
2020-11-10	love	54.26
2020-11-10	fear	5.37
2020-11-11	socio-political content	1340.1081
2020-11-11	COVID19 content	394.0621
2020-11-11	Negative Valence	1147.1534
2020-11-11	Aggression	667.0503
2020-11-11	Target other countries	771.81
2020-11-11	Target religious sect	726.5424
2020-11-11	Target sexual orientation	380.4729
2020-11-11	Disease dehumanization	1188.0785
2020-11-11	sports	6
2020-11-11	joy	111.96
2020-11-11	pride	6.36
2020-11-11	anger	14.79
2020-11-11	sad	64.6
2020-11-11	disgust	4
2020-11-11	love	51.12
2020-11-11	fear	3.06
2020-11-12	socio-political content	1502.9565
2020-11-12	COVID19 content	422.0678
2020-11-12	Negative Valence	1279.1773
2020-11-12	Aggression	762.249
2020-11-12	Target other countries	838.29
2020-11-12	Target religious sect	812.5069
2020-11-12	Target sexual orientation	430.9332
2020-11-12	Disease dehumanization	1294.3996
2020-11-12	sports	4
2020-11-12	joy	151.52
2020-11-12	pride	6.93
2020-11-12	anger	18.48
2020-11-12	sad	70.66
2020-11-12	disgust	7.68
2020-11-12	love	56.6
2020-11-12	fear	5.31
2020-11-13	socio-political content	1362.7051
2020-11-13	COVID19 content	377.273
2020-11-13	Negative Valence	1184.8892
2020-11-13	Aggression	688.5397
2020-11-13	Target other countries	778.48
2020-11-13	Target religious sect	727.5584
2020-11-13	Target sexual orientation	393.6209
2020-11-13	Disease dehumanization	1219.5801
2020-11-13	sports	11
2020-11-13	joy	122.57
2020-11-13	pride	4.81
2020-11-13	anger	13.05
2020-11-13	sad	60.88
2020-11-13	disgust	6.93
2020-11-13	love	50.45
2020-11-13	fear	3.81
2020-11-14	socio-political content	1128.2293
2020-11-14	COVID19 content	311.1668
2020-11-14	Negative Valence	986.4737
2020-11-14	Aggression	513.1257
2020-11-14	Target other countries	562.55
2020-11-14	Target religious sect	592.9207
2020-11-14	Target sexual orientation	301.0561
2020-11-14	Disease dehumanization	965.9772
2020-11-14	sports	6
2020-11-14	joy	101.56
2020-11-14	pride	7.23
2020-11-14	anger	12.37
2020-11-14	sad	59.58
2020-11-14	disgust	5.56
2020-11-14	love	42.87
2020-11-14	fear	1.56
2020-11-15	socio-political content	1293.4309
2020-11-15	COVID19 content	370.1152
2020-11-15	Negative Valence	1089.8347
2020-11-15	Aggression	653.9892
2020-11-15	Target other countries	675.66
2020-11-15	Target religious sect	697.8955
2020-11-15	Target sexual orientation	382.272
2020-11-15	Disease dehumanization	1119.4012
2020-11-15	sports	3
2020-11-15	joy	117.62
2020-11-15	pride	6.42
2020-11-15	anger	17.36
2020-11-15	sad	79.61
2020-11-15	disgust	5.43
2020-11-15	love	66.24
2020-11-15	fear	2.37
2020-11-16	socio-political content	1348.4426
2020-11-16	COVID19 content	382.0505
2020-11-16	Negative Valence	1159.5026
2020-11-16	Aggression	658.5025
2020-11-16	Target other countries	733.06
2020-11-16	Target religious sect	738.5434
2020-11-16	Target sexual orientation	406.2185
2020-11-16	Disease dehumanization	1224.4435
2020-11-16	sports	10
2020-11-16	joy	136.97
2020-11-16	pride	5.55
2020-11-16	anger	14.04
2020-11-16	sad	59
2020-11-16	disgust	0.75
2020-11-16	love	57.94
2020-11-16	fear	5.56
2020-11-17	socio-political content	1365.8035
2020-11-17	COVID19 content	374.4438
2020-11-17	Negative Valence	1193.2415
2020-11-17	Aggression	669.7854
2020-11-17	Target other countries	796.14
2020-11-17	Target religious sect	747.1599
2020-11-17	Target sexual orientation	379.0217
2020-11-17	Disease dehumanization	1215.0737
2020-11-17	sports	15
2020-11-17	joy	108.75
2020-11-17	pride	7.62
2020-11-17	anger	12.3
2020-11-17	sad	64.49
2020-11-17	disgust	8.85
2020-11-17	love	49.49
2020-11-17	fear	0.81
2020-11-18	socio-political content	1359.3525
2020-11-18	COVID19 content	377.4196
2020-11-18	Negative Valence	1236.1915
2020-11-18	Aggression	714.1156
2020-11-18	Target other countries	760.37
2020-11-18	Target religious sect	682.0024
2020-11-18	Target sexual orientation	404.2965
2020-11-18	Disease dehumanization	1185.9426
2020-11-18	sports	6
2020-11-18	joy	117.57
2020-11-18	pride	7.62
2020-11-18	anger	11.56
2020-11-18	sad	39.88
2020-11-18	disgust	5.73
2020-11-18	love	66.65
2020-11-18	fear	2.37
2020-11-19	socio-political content	1264.5398
