date	macro_dimension	dimension	language	frequency
2020-10-20	Governance	Other - Governance	ar	1
2020-10-20	Governance	Other - Governance	ar	1
2020-10-21	Security	Hopeful/Positive/Optimistic	ar	1
2020-10-21	Services	Collective Action	ar	1
2020-10-21	Services	Divine Intervention	ar	1
2020-10-21	Governance	Other - Governance	ar	1
2020-10-22	Security	Hopeless/Negative/Pessimistic	ar	1
2020-10-22	Security	Other - Security	ar	1
2019-11-26	Services	Collective Action	ckb	1
2020-10-22	Corruption	Other - Corruption	ar	1
2020-10-22	Economy	Other - Economy	ar	1
2020-10-23	Security	Other - Security	ar	1
2020-10-23	Corruption	Other - Corruption	ar	1
2020-10-23	Services	Collective Action	ar	1
2020-10-23	Services	Divine Intervention	ar	1
2020-10-23	Governance	Other - Governance	ar	1
2020-10-24	Security	Hopeful/Positive/Optimistic	ar	1
2020-10-24	Security	Hopeless/Negative/Pessimistic	ar	1
2020-10-24	Security	Other - Security	ar	1
2020-10-24	Security	Other - Security	ar	1
2020-10-24	Economy	Other - Economy	ar	1
2020-10-25	Security	Hopeful/Positive/Optimistic	ar	1
2020-10-25	Services	Divine Intervention	ar	1
2020-10-25	Economy	Other - Economy	ar	1
2020-10-25	Economy	Other - Economy	ar	1
2019-11-28	Security	Other - Security	und	34
2020-10-25	Governance	Other - Governance	ar	1
2020-10-26	Security	Hopeful/Positive/Optimistic	ar	1
2020-10-26	Security	Other - Security	ar	1
2020-10-26	Corruption	Other - Corruption	ar	1
2020-10-26	Services	Collective Action	ar	1
2020-10-26	Services	Divine Intervention	ar	1
2019-11-28	Corruption	Other - Corruption	ca	1
2020-10-26	Economy	Other - Economy	ar	1
2020-10-26	Governance	Other - Governance	ar	1
2020-10-26	Governance	Other - Governance	ar	1
2020-10-26	Governance	Other - Governance	ar	1
2020-10-27	Security	Other - Security	ar	1
2020-10-27	Security	Other - Security	ar	1
2020-10-27	Corruption	Active-agentic	ar	1
2020-10-27	Services	Other - Services	ar	1
2020-10-28	Security	Other - Security	ar	1
2020-10-29	Security	Hopeful/Positive/Optimistic	ar	1
2020-10-29	Security	Hopeless/Negative/Pessimistic	ar	1
2019-11-29	Security	Other - Security	fa	1
2019-11-29	Security	Other - Security	und	1
2020-10-29	Security	Other - Security	ar	1
2020-10-29	Governance	Other - Governance	ar	1
2020-10-29	Governance	Other - Governance	ar	1
2019-11-29	Security	Other - Security	fa	1
2020-10-30	Security	Other - Security	ar	1
2020-10-30	Security	Other - Security	ar	1
2020-10-30	Corruption	Other - Corruption	ar	1
2019-11-29	Corruption	Other - Corruption	und	1
2020-10-30	Services	Collective Action	ar	1
2020-10-30	Services	Divine Intervention	ar	1
2020-10-30	Governance	Other - Governance	ar	1
2020-10-31	Security	Other - Security	ar	1
2020-10-31	Corruption	Active-agentic	ar	1
2020-10-31	Services	Collective Action	ar	1
2020-10-31	Services	Other - Services	ar	1
2020-10-31	Economy	Other - Economy	ar	1
2019-11-30	Security	Other - Security	und	2
2020-10-31	Governance	Other - Governance	ar	1
2020-09-01	Corruption	Active-agentic	ar	1
2020-09-01	Services	Other - Services	ar	1
2019-11-30	Security	Other - Security	ckb	1
2020-09-02	Security	Other - Security	ar	1
2020-09-02	Security	Other - Security	ar	1
2020-09-02	Corruption	Active-agentic	ar	1
2019-11-30	Corruption	Other - Corruption	und	1
2020-09-02	Services	Other - Services	ar	1
2020-09-02	Services	Collective Action	ar	1
2020-09-02	Economy	Other - Economy	ar	1
2020-09-02	Governance	Other - Governance	ar	1
2020-09-03	Security	Hopeful/Positive/Optimistic	ar	1
2020-09-03	Security	Other - Security	ar	1
2020-09-03	Security	Other - Security	ar	1
2020-09-03	Corruption	Other - Corruption	ar	1
2020-09-03	Corruption	Other - Corruption	ar	1
2019-10-01	Security	Other - Security	fa	1
2020-09-03	Services	Divine Intervention	ar	1
2020-09-03	Governance	Other - Governance	ar	1
2020-09-04	Security	Other - Security	ar	1
2020-09-04	Security	Other - Security	ar	1
2020-09-04	Corruption	Other - Corruption	ar	1
2019-10-01	Corruption	Other - Corruption	und	1
2020-09-05	Security	Hopeless/Negative/Pessimistic	ar	1
2020-09-05	Corruption	Other - Corruption	ar	1
2020-09-05	Services	Divine Intervention	ar	1
2020-09-05	Governance	Other - Governance	ar	1
2020-09-06	Security	Other - Security	ar	1
2020-09-06	Corruption	Other - Corruption	ar	1
2019-10-02	Security	Other - Security	fa	1
2020-09-06	Services	Divine Intervention	ar	1
2020-09-06	Services	Other - Services	ar	1
2020-09-06	Economy	Other - Economy	ar	1
2020-09-07	Security	Hopeless/Negative/Pessimistic	ar	1
2020-09-07	Corruption	Active-agentic	ar	1
2019-10-02	Corruption	Other - Corruption	fa	1
2019-10-02	Corruption	Other - Corruption	und	1
2020-09-07	Corruption	Other - Corruption	ar	1
2020-09-07	Corruption	Other - Corruption	ar	1
2020-09-07	Corruption	Other - Corruption	ar	1
2019-10-02	Services	Other - Services	und	1
2020-09-07	Services	Other - Services	ar	1
2020-09-07	Governance	Other - Governance	ar	1
2020-09-08	Security	Other - Security	ar	1
2020-09-08	Security	Other - Security	ar	1
2020-09-08	Corruption	Other - Corruption	ar	1
2020-09-08	Corruption	Other - Corruption	ar	1
2020-09-09	Security	Hopeful/Positive/Optimistic	ar	1
2019-10-03	Corruption	Other - Corruption	und	2
2020-09-09	Security	Hopeless/Negative/Pessimistic	ar	1
2020-09-09	Security	Other - Security	ar	1
2020-09-09	Security	Other - Security	ar	1
2019-10-04	Security	Other - Security	ckb	1
2020-09-09	Corruption	Other - Corruption	ar	1
2020-09-09	Economy	Other - Economy	ar	1
2020-09-10	Security	Other - Security	ar	1
2020-09-10	Corruption	Other - Corruption	ar	1
2020-09-10	Corruption	Other - Corruption	ar	1
2019-10-04	Corruption	Other - Corruption	ckb	1
2020-09-10	Economy	Other - Economy	ar	1
2020-09-10	Governance	Other - Governance	ar	1
2020-09-11	Security	Other - Security	ar	1
2020-09-11	Security	Other - Security	ar	1
2020-09-11	Corruption	Other - Corruption	ar	1
2020-09-11	Services	Divine Intervention	ar	1
2019-10-05	Corruption	Other - Corruption	und	2
2020-09-12	Corruption	Other - Corruption	ar	1
2020-09-12	Services	Divine Intervention	ar	1
2020-09-12	Economy	Other - Economy	ar	1
2019-10-06	Security	Other - Security	ckb	2
2020-09-12	Governance	Other - Governance	ar	1
2020-09-12	Governance	Other - Governance	ar	1
2020-09-13	Security	Hopeful/Positive/Optimistic	ar	1
2020-09-13	Corruption	Other - Corruption	ar	1
2020-09-13	Governance	Other - Governance	ar	1
2019-10-06	Corruption	Other - Corruption	ckb	1
2019-10-06	Corruption	Other - Corruption	und	3
2020-09-13	Governance	Other - Governance	ar	1
2020-09-14	Security	Hopeful/Positive/Optimistic	ar	1
2020-09-14	Security	Other - Security	ar	1
2020-09-14	Services	Divine Intervention	ar	1
2020-09-14	Services	Other - Services	ar	1
2020-09-15	Corruption	Other - Corruption	ar	1
2020-09-15	Corruption	Other - Corruption	ar	1
2020-09-15	Corruption	Other - Corruption	ar	1
2020-09-15	Governance	Other - Governance	ar	1
2020-09-16	Corruption	Other - Corruption	ar	1
2020-09-16	Services	Other - Services	ar	1
2019-10-07	Corruption	Other - Corruption	und	1
2020-09-16	Services	Divine Intervention	ar	1
2020-09-16	Economy	Other - Economy	ar	1
2020-09-16	Economy	Other - Economy	ar	1
2020-09-16	Governance	Other - Governance	ar	1
2020-09-17	Security	Hopeful/Positive/Optimistic	ar	1
2020-09-17	Security	Other - Security	ar	1
2020-09-17	Security	Other - Security	ar	1
2020-09-17	Security	Other - Security	ar	1
2019-10-08	Corruption	Other - Corruption	und	1
2020-09-17	Corruption	Other - Corruption	ar	1
2020-09-17	Governance	Other - Governance	ar	1
2020-09-17	Governance	Other - Governance	ar	1
2020-09-18	Security	Hopeful/Positive/Optimistic	ar	1
2020-09-18	Security	Hopeless/Negative/Pessimistic	ar	1
2020-09-18	Corruption	Other - Corruption	ar	1
2019-10-09	Security	Other - Security	ckb	11
2020-09-18	Corruption	Other - Corruption	ar	1
2019-10-09	Security	Other - Security	ckb	1
2020-09-18	Corruption	Other - Corruption	ar	1
2020-09-18	Governance	Other - Governance	ar	1
2020-09-19	Security	Hopeless/Negative/Pessimistic	ar	1
2020-09-19	Security	Other - Security	ar	1
2020-09-19	Security	Other - Security	ar	1
2020-09-19	Security	Other - Security	ar	1
2020-09-19	Corruption	Other - Corruption	ar	1
2019-10-10	Security	Other - Security	ckb	1
2019-10-10	Security	Other - Security	fa	1
2020-09-19	Services	Divine Intervention	ar	1
2020-09-19	Governance	Other - Governance	ar	1
2020-09-20	Security	Hopeful/Positive/Optimistic	ar	1
2019-10-10	Security	Other - Security	und	1
2020-09-20	Security	Hopeless/Negative/Pessimistic	ar	1
2019-10-10	Corruption	Other - Corruption	und	3
2020-09-20	Security	Other - Security	ar	1
2020-09-20	Security	Other - Security	ar	1
2020-09-20	Corruption	Other - Corruption	ar	1
2020-09-20	Services	Divine Intervention	ar	1
2020-09-20	Economy	Other - Economy	ar	1
2020-09-20	Governance	Other - Governance	ar	1
2020-09-20	Governance	Other - Governance	ar	1
2020-09-21	Security	Hopeless/Negative/Pessimistic	ar	1
2020-09-21	Security	Other - Security	ar	1
2020-09-21	Security	Other - Security	ar	1
2020-09-21	Corruption	Other - Corruption	ar	1
2020-09-21	Services	Divine Intervention	ar	1
2020-09-21	Economy	Other - Economy	ar	1
2020-09-22	Security	Hopeful/Positive/Optimistic	ar	1
2020-09-22	Security	Other - Security	ar	1
2019-10-12	Security	Other - Security	ckb	2
2019-10-12	Security	Other - Security	fa	1
2020-09-22	Corruption	Other - Corruption	ar	1
2020-09-22	Services	Collective Action	ar	1
2020-09-22	Governance	Other - Governance	ar	1
2020-09-22	Governance	Other - Governance	ar	1
2020-09-22	Governance	Other - Governance	ar	1
2020-09-23	Security	Hopeful/Positive/Optimistic	ar	1
2019-10-12	Corruption	Other - Corruption	und	1
2020-09-23	Security	Other - Security	ar	1
2020-09-23	Security	Other - Security	ar	1
2020-09-23	Services	Other - Services	ar	1
2020-09-23	Services	Collective Action	ar	1
2020-09-23	Services	Other - Services	ar	1
2019-10-13	Security	Other - Security	ckb	2
2020-09-23	Governance	Other - Governance	ar	1
2020-09-24	Security	Other - Security	ar	1
2020-09-24	Corruption	Other - Corruption	ar	1
2020-09-24	Economy	Other - Economy	ar	1
2020-09-24	Governance	Other - Governance	ar	1
2020-09-25	Security	Hopeful/Positive/Optimistic	ar	1
2020-09-25	Security	Hopeless/Negative/Pessimistic	ar	1
2020-09-25	Security	Other - Security	ar	1
2019-10-14	Security	Other - Security	ckb	2
2020-09-25	Corruption	Other - Corruption	ar	1
2020-09-25	Corruption	Other - Corruption	ar	1
2020-09-25	Economy	Other - Economy	ar	1
2020-09-25	Economy	Other - Economy	ar	1
2020-09-26	Corruption	Other - Corruption	ar	1
2020-09-26	Corruption	Other - Corruption	ar	1
2020-09-26	Services	Other - Services	ar	1
2020-09-26	Economy	Other - Economy	ar	1
2020-09-26	Governance	Other - Governance	ar	1
2020-09-26	Governance	Other - Governance	ar	1
2020-09-26	Governance	Other - Governance	ar	1
2020-09-27	Security	Hopeless/Negative/Pessimistic	ar	1
2020-09-27	Security	Other - Security	ar	1
2020-09-27	Corruption	Other - Corruption	ar	1
2020-09-27	Services	Collective Action	ar	1
2020-09-28	Security	Other - Security	ar	1
2020-09-28	Security	Other - Security	ar	1
2019-10-16	Security	Other - Security	ckb	1
2019-10-16	Security	Other - Security	und	6
2020-09-28	Corruption	Other - Corruption	ar	1
2020-09-28	Services	Collective Action	ar	1
2020-09-28	Economy	Other - Economy	ar	1
2020-09-28	Economy	Other - Economy	ar	1
2020-09-28	Governance	Other - Governance	ar	1
2020-09-28	Governance	Other - Governance	ar	1
2020-09-29	Security	Other - Security	ar	1
2020-09-29	Security	Other - Security	ar	1
2020-09-29	Governance	Other - Governance	ar	1
2020-09-30	Security	Other - Security	ar	1
2020-09-30	Security	Other - Security	ar	1
2020-09-30	Corruption	Other - Corruption	ar	1
2019-10-17	Security	Other - Security	ckb	1
2020-09-30	Corruption	Other - Corruption	ar	1
2020-09-30	Services	Other - Services	ar	1
2020-09-30	Governance	Other - Governance	ar	1
2020-08-01	Security	Hopeful/Positive/Optimistic	ar	1
2020-08-01	Corruption	Other - Corruption	ar	1
2019-10-17	Corruption	Other - Corruption	und	1
2020-08-01	Corruption	Other - Corruption	ar	1
2020-08-01	Economy	Other - Economy	ar	1
2020-08-02	Security	Hopeless/Negative/Pessimistic	ar	1
2020-08-02	Security	Other - Security	ar	1
2020-08-02	Security	Other - Security	ar	1
2020-08-02	Corruption	Active-agentic	ar	1
2020-08-02	Corruption	Other - Corruption	ar	1
2020-08-02	Services	Other - Services	ar	1
2020-08-02	Economy	Other - Economy	ar	1
2020-08-02	Governance	Other - Governance	ar	1
2020-08-02	Governance	Other - Governance	ar	1
2020-08-03	Security	Hopeless/Negative/Pessimistic	ar	1
2020-08-03	Security	Other - Security	ar	1
2020-08-03	Corruption	Active-agentic	ar	1
2020-08-03	Corruption	Other - Corruption	ar	1
2020-08-03	Corruption	Other - Corruption	ar	1
2019-10-19	Security	Other - Security	ckb	1
2020-08-03	Services	Divine Intervention	ar	1
2020-08-03	Economy	Other - Economy	ar	1
2020-08-03	Economy	Other - Economy	ar	1
2020-08-04	Security	Other - Security	ar	1
2020-08-04	Security	Other - Security	ar	1
2020-08-04	Services	Other - Services	ar	1
2020-08-04	Services	Collective Action	ar	1
2020-08-04	Services	Divine Intervention	ar	1
2020-08-04	Economy	Other - Economy	ar	1
2020-08-04	Governance	Other - Governance	ar	1
2020-08-04	Governance	Other - Governance	ar	1
2020-08-05	Security	Other - Security	ar	1
2020-08-05	Security	Other - Security	ar	1
2019-10-20	Security	Other - Security	ckb	1
2020-08-05	Corruption	Other - Corruption	ar	1
2020-08-05	Economy	Other - Economy	ar	1
2020-08-05	Economy	Other - Economy	ar	1
2020-08-06	Corruption	Other - Corruption	ar	1
2019-10-20	Corruption	Other - Corruption	ckb	1
2019-10-20	Corruption	Other - Corruption	fa	1
2020-08-06	Economy	Other - Economy	ar	1
2020-08-06	Governance	Other - Governance	ar	1
2020-08-07	Security	Other - Security	ar	1
2020-08-07	Corruption	Other - Corruption	ar	1
2020-08-07	Services	External Pressure / Intervention	ar	1
2020-08-07	Services	Divine Intervention	ar	1
2020-08-07	Governance	Other - Governance	ar	1
2020-08-08	Security	Hopeless/Negative/Pessimistic	ar	1
2020-08-08	Security	Other - Security	ar	1
2020-08-08	Corruption	Other - Corruption	ar	1
2020-08-08	Services	Other - Services	ar	1
2020-08-08	Economy	Other - Economy	ar	1
2020-08-08	Governance	Other - Governance	ar	1
2020-08-09	Security	Hopeful/Positive/Optimistic	ar	1
2020-08-09	Security	Hopeless/Negative/Pessimistic	ar	1
2020-08-09	Security	Other - Security	ar	1
2020-08-09	Corruption	Other - Corruption	ar	1
2020-08-09	Corruption	Other - Corruption	ar	1
2020-08-09	Services	External Pressure / Intervention	ar	1
2020-08-09	Services	Divine Intervention	ar	1
2019-10-22	Security	Other - Security	ckb	1
2020-08-09	Services	Other - Services	ar	1
2020-08-10	Security	Other - Security	ar	1
2020-08-10	Services	Collective Action	ar	1
2020-08-10	Services	Other - Services	ar	1
2020-08-10	Governance	Other - Governance	ar	1
2020-08-11	Security	Hopeless/Negative/Pessimistic	ar	1
2020-08-11	Security	Other - Security	ar	1
2020-08-11	Services	Collective Action	ar	1
2020-08-12	Security	Other - Security	ar	1
2020-08-12	Corruption	Other - Corruption	ar	1
2020-08-12	Corruption	Other - Corruption	ar	1
2019-10-23	Security	Other - Security	ckb	1
2020-08-12	Services	Leadership	ar	1
2020-08-12	Services	Divine Intervention	ar	1
2020-08-12	Governance	Other - Governance	ar	1
2020-08-13	Security	Other - Security	ar	1
2020-08-13	Corruption	Active-agentic	ar	1
2020-08-13	Services	Divine Intervention	ar	1
2020-08-13	Governance	Other - Governance	ar	1
2020-08-13	Governance	Other - Governance	ar	1
2020-08-13	Governance	Other - Governance	ar	1
2020-08-14	Corruption	Active-agentic	ar	1
2020-08-14	Governance	Other - Governance	ar	1
2020-08-14	Governance	Other - Governance	ar	1
2020-08-15	Security	Other - Security	ar	1
2020-08-15	Security	Other - Security	ar	1
2019-10-24	Security	Other - Security	und	1
2020-08-15	Corruption	Active-agentic	ar	1
2020-08-15	Corruption	Other - Corruption	ar	1
2020-08-15	Services	Other - Services	ar	1
2020-08-16	Security	Hopeful/Positive/Optimistic	ar	1
2020-08-16	Security	Other - Security	ar	1
2019-10-24	Corruption	Other - Corruption	und	1
2020-08-16	Security	Other - Security	ar	1
2020-08-16	Corruption	Other - Corruption	ar	1
2020-08-17	Corruption	Other - Corruption	ar	1
2020-08-17	Corruption	Other - Corruption	ar	1
2020-08-17	Governance	Other - Governance	ar	1
2020-08-17	Governance	Other - Governance	ar	1
2020-08-17	Governance	Other - Governance	ar	1
2020-08-18	Security	Hopeful/Positive/Optimistic	ar	1
2020-08-18	Security	Other - Security	ar	1
2020-08-18	Security	Other - Security	ar	1
2019-10-25	Security	Other - Security	ckb	1
2019-10-25	Security	Other - Security	fa	1
2019-10-25	Security	Other - Security	und	2
2020-08-18	Corruption	Other - Corruption	ar	1
2020-08-18	Economy	Other - Economy	ar	1
2019-10-25	Security	Other - Security	und	1
2020-08-18	Governance	Other - Governance	ar	1
2020-08-19	Services	Divine Intervention	ar	1
2020-08-19	Governance	Other - Governance	ar	1
2019-10-25	Corruption	Other - Corruption	und	1
2020-08-20	Security	Hopeful/Positive/Optimistic	ar	1
2020-08-20	Security	Other - Security	ar	1
2020-08-20	Services	Divine Intervention	ar	1
2020-08-20	Economy	Other - Economy	ar	1
2020-08-20	Governance	Other - Governance	ar	1
2020-08-21	Security	Other - Security	ar	1
2020-08-21	Services	Other - Services	ar	1
2020-08-22	Security	Hopeful/Positive/Optimistic	ar	1
2020-08-22	Security	Hopeless/Negative/Pessimistic	ar	1
2020-08-22	Security	Other - Security	ar	1
2020-08-22	Corruption	Other - Corruption	ar	1
2020-08-22	Services	Collective Action	ar	1
2020-08-22	Services	Other - Services	ar	1
2020-08-22	Governance	Other - Governance	ar	1
2019-10-26	Corruption	Other - Corruption	und	13
2020-08-23	Security	Hopeless/Negative/Pessimistic	ar	1
2020-08-23	Security	Other - Security	ar	1
2020-08-23	Corruption	Other - Corruption	ar	1
2020-08-23	Governance	Other - Governance	ar	1
2020-08-23	Governance	Other - Governance	ar	1
2019-10-26	Governance	Other - Governance	und	1
2020-08-24	Security	Hopeful/Positive/Optimistic	ar	1
2019-10-27	Security	Other - Security	und	2
2020-08-24	Corruption	Other - Corruption	ar	1
2020-08-24	Corruption	Other - Corruption	ar	1
2020-08-24	Services	Other - Services	ar	1
2020-08-24	Economy	Other - Economy	ar	1
2019-10-27	Corruption	Other - Corruption	und	5
2020-08-25	Security	Other - Security	ar	1
2020-08-25	Services	Other - Services	ar	1
2020-08-25	Services	Other - Services	ar	1
2020-08-25	Economy	Other - Economy	ar	1
2020-08-25	Economy	Other - Economy	ar	1
2020-08-25	Governance	Other - Governance	ar	1
2020-08-25	Governance	Other - Governance	ar	1
2019-10-28	Security	Other - Security	und	1
2020-08-26	Security	Hopeful/Positive/Optimistic	ar	1
2020-08-26	Security	Hopeless/Negative/Pessimistic	ar	1
2020-08-26	Security	Other - Security	ar	1
2020-08-26	Corruption	Active-agentic	ar	1
2020-08-26	Corruption	Other - Corruption	ar	1
2019-10-28	Corruption	Other - Corruption	und	2
2020-08-26	Services	Divine Intervention	ar	1
2020-08-26	Economy	Other - Economy	ar	1
2020-08-26	Economy	Other - Economy	ar	1
2020-08-26	Governance	Other - Governance	ar	1
2020-08-27	Services	Other - Services	ar	1
2020-08-28	Security	Hopeless/Negative/Pessimistic	ar	1
2020-08-28	Corruption	Other - Corruption	ar	1
2020-08-28	Services	Other - Services	ar	1
2020-08-28	Economy	Other - Economy	ar	1
2020-08-28	Governance	Other - Governance	ar	1
2020-08-28	Governance	Other - Governance	ar	1
2019-10-29	Corruption	Other - Corruption	und	2
2020-08-29	Security	Hopeful/Positive/Optimistic	ar	1
2020-08-29	Security	Other - Security	ar	1
2020-08-29	Security	Other - Security	ar	1
2020-08-29	Corruption	Other - Corruption	ar	1
2019-10-29	Services	Collective Action	fa	1
2020-08-29	Services	Divine Intervention	ar	1
2020-08-30	Security	Other - Security	ar	1
2020-08-30	Governance	Other - Governance	ar	1
2020-08-30	Governance	Other - Governance	ar	1
2020-08-30	Governance	Other - Governance	ar	1
2020-08-31	Security	Hopeful/Positive/Optimistic	ar	1
2020-08-31	Corruption	Active-agentic	ar	1
2020-08-31	Corruption	Other - Corruption	ar	1
2020-08-31	Corruption	Other - Corruption	ar	1
2019-10-30	Corruption	Other - Corruption	und	3
2020-08-31	Corruption	Other - Corruption	ar	1
2020-08-31	Services	Divine Intervention	ar	1
2020-08-31	Economy	Other - Economy	ar	1
2019-10-30	Services	Collective Action	fa	1
2020-08-31	Governance	Other - Governance	ar	1
2020-07-01	Security	Hopeful/Positive/Optimistic	ar	1
2019-10-30	Governance	Other - Governance	und	2
2020-07-01	Security	Other - Security	ar	1
2020-07-01	Corruption	Other - Corruption	ar	1
2020-07-01	Economy	Other - Economy	ar	1
2019-10-31	Security	Other - Security	und	1
2020-07-01	Governance	Other - Governance	ar	1
2020-07-02	Security	Hopeful/Positive/Optimistic	ar	1
2020-07-02	Security	Other - Security	ar	1
2020-07-02	Corruption	Other - Corruption	ar	1
2020-07-02	Economy	Other - Economy	ar	1
2019-10-31	Corruption	Other - Corruption	ca	1
2019-10-31	Corruption	Other - Corruption	und	1
2020-07-02	Governance	Other - Governance	ar	1
2020-07-03	Security	Other - Security	ar	1
2020-07-03	Corruption	Other - Corruption	ar	1
2020-07-03	Corruption	Other - Corruption	ar	1
2020-07-03	Services	Other - Services	ar	1
2020-07-03	Economy	Other - Economy	ar	1
2019-10-31	Governance	Other - Governance	und	1
2020-07-03	Governance	Other - Governance	ar	1
2020-07-04	Security	Hopeful/Positive/Optimistic	ar	1
2020-07-04	Corruption	Other - Corruption	ar	1
2020-07-04	Economy	Other - Economy	ar	1
2020-07-04	Economy	Other - Economy	ar	1
2020-07-04	Governance	Other - Governance	ar	1
2020-07-05	Security	Hopeful/Positive/Optimistic	ar	1
2019-09-01	Corruption	Other - Corruption	und	2
2020-07-05	Security	Other - Security	ar	1
2020-07-05	Services	Divine Intervention	ar	1
2020-07-05	Governance	Other - Governance	ar	1
2020-07-06	Corruption	Other - Corruption	ar	1
2020-07-06	Corruption	Other - Corruption	ar	1
2020-07-06	Economy	Other - Economy	ar	1
2020-07-06	Governance	Other - Governance	ar	1
2020-07-07	Security	Hopeful/Positive/Optimistic	ar	1
2020-07-07	Corruption	Other - Corruption	ar	1
2020-07-07	Services	Collective Action	ar	1
2020-07-07	Economy	Other - Economy	ar	1
2020-07-07	Governance	Other - Governance	ar	1
2020-07-08	Security	Other - Security	ar	1
2020-07-08	Corruption	Other - Corruption	ar	1
2020-07-08	Corruption	Other - Corruption	ar	1
2020-07-08	Corruption	Other - Corruption	ar	1
2020-07-08	Governance	Other - Governance	ar	1
2020-07-08	Governance	Other - Governance	ar	1
2020-07-08	Governance	Other - Governance	ar	1
2020-07-09	Corruption	Active-agentic	ar	1
2020-07-09	Corruption	Other - Corruption	ar	1
2019-09-04	Security	Other - Security	ckb	1
2020-07-09	Services	Other - Services	ar	1
2020-07-10	Security	Hopeful/Positive/Optimistic	ar	1
2020-07-10	Security	Other - Security	ar	1
2020-07-10	Corruption	Active-agentic	ar	1
2020-07-10	Corruption	Other - Corruption	ar	1
2020-07-10	Corruption	Other - Corruption	ar	1
2020-07-10	Economy	Other - Economy	ar	1
2020-07-10	Economy	Other - Economy	ar	1
2020-07-10	Economy	Other - Economy	ar	1
2020-07-10	Governance	Other - Governance	ar	1
2020-07-11	Security	Hopeless/Negative/Pessimistic	ar	1
2020-07-11	Economy	Other - Economy	ar	1
2019-09-05	Corruption	Other - Corruption	und	6
2020-07-11	Governance	Other - Governance	ar	1
2020-07-11	Governance	Other - Governance	ar	1
2020-07-12	Security	Hopeless/Negative/Pessimistic	ar	1
2020-07-12	Services	Divine Intervention	ar	1
2020-07-12	Economy	Other - Economy	ar	1
2020-07-12	Governance	Other - Governance	ar	1
2020-07-13	Security	Hopeful/Positive/Optimistic	ar	1
2020-07-13	Security	Hopeless/Negative/Pessimistic	ar	1
2020-07-13	Corruption	Other - Corruption	ar	1
2020-07-13	Services	Other - Services	ar	1
2020-07-13	Economy	Other - Economy	ar	1
2020-07-13	Economy	Other - Economy	ar	1
2020-07-13	Governance	Other - Governance	ar	1
2020-07-13	Governance	Other - Governance	ar	1
2020-07-14	Security	Hopeful/Positive/Optimistic	ar	1
2020-07-14	Security	Hopeless/Negative/Pessimistic	ar	1
2020-07-14	Corruption	Other - Corruption	ar	1
2020-07-14	Services	Collective Action	ar	1
2020-07-14	Governance	Other - Governance	ar	1
2020-07-14	Governance	Other - Governance	ar	1
2019-09-08	Security	Other - Security	ckb	1
2020-07-15	Security	Hopeful/Positive/Optimistic	ar	1
2020-07-15	Governance	Other - Governance	ar	1
2020-07-15	Governance	Other - Governance	ar	1
2020-07-16	Security	Hopeful/Positive/Optimistic	ar	1
2020-07-16	Security	Other - Security	ar	1
2020-07-16	Corruption	Other - Corruption	ar	1
2019-09-09	Security	Other - Security	ckb	1
2020-07-16	Corruption	Other - Corruption	ar	1
2020-07-17	Security	Hopeless/Negative/Pessimistic	ar	1
2020-07-17	Security	Other - Security	ar	1
2020-07-17	Security	Other - Security	ar	1
2019-09-10	Security	Other - Security	ckb	1
2020-07-17	Corruption	Active-agentic	ar	1
2020-07-17	Corruption	Other - Corruption	ar	1
2020-07-17	Corruption	Other - Corruption	ar	1
2020-07-17	Governance	Other - Governance	ar	1
2020-07-17	Governance	Other - Governance	ar	1
2020-07-17	Governance	Other - Governance	ar	1
2020-07-18	Security	Other - Security	ar	1
2020-07-18	Corruption	Other - Corruption	ar	1
2020-07-18	Corruption	Other - Corruption	ar	1
2019-09-12	Security	Other - Security	ckb	4
2020-07-18	Governance	Other - Governance	ar	1
2020-07-18	Governance	Other - Governance	ar	1
2020-07-19	Security	Hopeless/Negative/Pessimistic	ar	1
2020-07-19	Security	Other - Security	ar	1
2020-07-19	Corruption	Other - Corruption	ar	1
2020-07-19	Services	Leadership	ar	1
2020-07-19	Economy	Other - Economy	ar	1
2020-07-19	Economy	Other - Economy	ar	1
2020-07-19	Governance	Other - Governance	ar	1
2020-07-19	Governance	Other - Governance	ar	1
2020-07-19	Governance	Other - Governance	ar	1
2020-07-20	Security	Hopeful/Positive/Optimistic	ar	1
2019-09-13	Corruption	Other - Corruption	und	1
2020-07-20	Corruption	Other - Corruption	ar	1
2020-07-20	Services	Divine Intervention	ar	1
2020-07-20	Governance	Other - Governance	ar	1
2020-07-20	Governance	Other - Governance	ar	1
2020-07-20	Governance	Other - Governance	ar	1
2020-07-20	Governance	Other - Governance	ar	1
2020-07-21	Security	Hopeless/Negative/Pessimistic	ar	1
2020-07-21	Security	Other - Security	ar	1
2020-07-21	Corruption	Other - Corruption	ar	1
2020-07-21	Services	Collective Action	ar	1
2020-07-21	Services	Divine Intervention	ar	1
2020-07-21	Economy	Other - Economy	ar	1
2020-07-21	Governance	Other - Governance	ar	1
2020-07-21	Governance	Other - Governance	ar	1
2020-07-21	Governance	Other - Governance	ar	1
2019-09-16	Security	Other - Security	ckb	3
2020-07-22	Security	Hopeless/Negative/Pessimistic	ar	1
2020-07-22	Services	Collective Action	ar	1
2020-07-23	Security	Hopeless/Negative/Pessimistic	ar	1
2020-07-23	Security	Other - Security	ar	1
2020-07-23	Corruption	Other - Corruption	ar	1
