date	macro_dimension	dimension	gender	language	frequency
2020-05-01	Security	Other - Security	f	ar	1
2020-05-01	Security	Other - Security	m	ar	1
2020-05-01	Security	Other - Security	f	ar	1
2020-05-01	Security	Other - Security	m	ar	1
2020-05-01	Corruption	Other - Corruption	f	ar	1
2020-05-01	Corruption	Other - Corruption	m	ar	2
2020-05-01	Corruption	Other - Corruption	m	ar	1
2020-05-02	Security	Other - Security	f	ar	5
2020-05-02	Security	Other - Security	m	ar	4
2020-05-02	Security	Hopeful/Positive/Optimistic	m	ar	2
2020-05-02	Security	Hopeless/Negative/Pessimistic	f	ar	1
2020-05-02	Security	Hopeless/Negative/Pessimistic	m	ar	2
2020-05-02	Security	Other - Security	f	ar	2
2020-05-02	Security	Other - Security	m	ar	3
2020-05-02	Corruption	Other - Corruption	m	ar	7
2020-05-02	Corruption	Other - Corruption	f	ar	1
2020-05-02	Corruption	Other - Corruption	m	ar	1
2020-05-02	Services	Collective Action	m	ar	2
2020-05-02	Economy	Other - Economy	m	ar	1
2020-05-02	Governance	Other - Governance	m	ar	1
2020-05-03	Security	Other - Security	f	ar	3
2020-05-03	Security	Other - Security	m	ar	1
2020-05-03	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-05-03	Security	Hopeless/Negative/Pessimistic	m	und	1
2020-05-03	Security	Other - Security	m	ar	2
2020-05-03	Corruption	Other - Corruption	m	ar	1
2020-05-04	Security	Other - Security	f	ar	2
2020-05-04	Security	Other - Security	m	ar	3
2020-05-04	Security	Other - Security	m	ar	1
2020-05-04	Security	Other - Security	m	ar	2
2020-05-04	Corruption	Other - Corruption	f	ar	1
2020-05-04	Corruption	Other - Corruption	m	ar	3
2020-05-05	Security	Other - Security	f	ar	2
2020-05-05	Corruption	Other - Corruption	f	ar	1
2020-05-05	Corruption	Other - Corruption	m	ar	2
2020-05-06	Security	Other - Security	m	ar	1
2020-05-06	Corruption	Other - Corruption	f	ar	1
2020-05-06	Corruption	Other - Corruption	m	ar	5
2020-05-07	Security	Other - Security	m	ar	2
2020-05-07	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-05-07	Security	Other - Security	m	ar	1
2020-05-07	Security	Other - Security	m	ar	5
2020-05-07	Corruption	Other - Corruption	f	ar	3
2020-05-07	Corruption	Other - Corruption	m	ar	3
2020-05-07	Governance	Other - Governance	f	ar	2
2020-05-08	Security	Other - Security	m	ar	2
2020-05-08	Security	Other - Security	m	ar	2
2020-05-08	Corruption	Other - Corruption	m	ar	3
2020-05-08	Services	Other - Services	f	ar	1
2020-05-09	Corruption	Other - Corruption	m	ar	4
2020-05-09	Services	Collective Action	f	ar	1
2020-05-09	Governance	Other - Governance	m	ar	1
2020-05-10	Security	Other - Security	f	ar	1
2020-05-10	Security	Other - Security	m	ar	1
2020-05-10	Security	Hopeful/Positive/Optimistic	m	ar	2
2020-05-10	Security	Other - Security	f	ar	2
2020-05-10	Security	Other - Security	m	ar	1
2020-05-10	Corruption	Other - Corruption	f	ar	1
2020-05-10	Corruption	Other - Corruption	m	ar	5
2020-05-10	Services	Collective Action	m	ar	1
2020-05-10	Governance	Other - Governance	m	ar	1
2020-05-11	Security	Other - Security	f	ar	2
2020-05-11	Security	Other - Security	m	ar	4
2020-05-11	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-05-11	Security	Other - Security	f	ar	1
2020-05-11	Security	Other - Security	m	ar	1
2020-05-11	Corruption	Other - Corruption	f	ar	3
2020-05-11	Corruption	Other - Corruption	m	ar	2
2020-05-11	Corruption	Other - Corruption	m	ar	1
2020-05-11	Governance	Other - Governance	m	ar	1
2020-05-11	Governance	Other - Governance	f	ar	1
2020-05-12	Security	Other - Security	m	ar	1
2020-05-12	Corruption	Other - Corruption	f	ar	1
2020-05-13	Security	Other - Security	f	ar	1
2020-05-13	Security	Other - Security	m	ar	1
2020-05-13	Security	Other - Security	m	ar	1
2020-05-13	Corruption	Other - Corruption	f	ar	1
2020-05-13	Corruption	Other - Corruption	m	ar	2
2020-05-13	Services	Collective Action	m	ar	1
2020-05-14	Security	Other - Security	f	ar	2
2020-05-14	Security	Other - Security	m	ar	5
2020-05-14	Security	Hopeful/Positive/Optimistic	m	ar	1
2020-05-14	Security	Other - Security	m	ar	2
2020-05-14	Corruption	Other - Corruption	f	ar	1
2020-05-14	Corruption	Other - Corruption	m	ar	3
2020-05-14	Governance	Other - Governance	m	ar	1
2020-05-15	Security	Other - Security	f	ar	2
2020-05-15	Security	Other - Security	m	ar	1
2020-05-15	Corruption	Other - Corruption	f	ar	2
2020-05-15	Corruption	Other - Corruption	m	ar	3
2020-05-15	Corruption	Other - Corruption	m	ar	1
2020-05-15	Services	Other - Services	m	ar	1
2020-05-16	Security	Other - Security	m	ar	3
2020-05-16	Corruption	Other - Corruption	f	ar	1
2020-05-16	Corruption	Other - Corruption	m	ar	1
2020-05-16	Economy	Other - Economy	f	ar	1
2020-05-16	Governance	Other - Governance	m	ar	2
2020-05-16	Governance	Other - Governance	f	ar	1
2020-05-17	Security	Other - Security	f	ar	1
2020-05-17	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-05-17	Security	Other - Security	m	ar	2
2020-05-17	Corruption	Other - Corruption	f	ar	1
2020-05-17	Corruption	Other - Corruption	m	ar	2
2020-05-17	Governance	Other - Governance	m	ar	1
2020-05-18	Security	Other - Security	f	ar	1
2020-05-18	Security	Other - Security	m	ar	2
2020-05-18	Corruption	Other - Corruption	f	ar	4
2020-05-18	Corruption	Other - Corruption	m	ar	2
2020-05-19	Security	Other - Security	m	ar	2
2020-05-19	Security	Hopeful/Positive/Optimistic	f	ar	1
2020-05-19	Security	Other - Security	m	ar	1
2020-05-19	Security	Other - Security	f	ar	1
2020-05-19	Corruption	Other - Corruption	m	ar	2
2020-05-19	Services	Other - Services	m	ar	1
2020-05-19	Services	Collective Action	m	ar	1
2020-05-19	Services	Divine Intervention	m	ar	1
2020-05-20	Security	Other - Security	f	ar	1
2020-05-20	Security	Other - Security	f	ar	1
2020-05-20	Corruption	Active-agentic	m	ar	1
2020-05-21	Security	Other - Security	f	ar	1
2020-05-21	Security	Other - Security	m	ar	2
2020-05-21	Corruption	Other - Corruption	m	ar	1
2020-05-22	Security	Other - Security	m	ar	2
2020-05-22	Security	Other - Security	m	ar	2
2020-05-22	Corruption	Other - Corruption	m	ar	4
2020-05-22	Governance	Other - Governance	m	ar	1
2020-05-23	Security	Other - Security	f	ar	2
2020-05-23	Security	Other - Security	m	ar	3
2020-05-23	Security	Other - Security	f	ar	1
2020-05-23	Security	Other - Security	m	ar	1
2020-05-23	Corruption	Other - Corruption	m	ar	2
2020-05-24	Security	Other - Security	f	ar	2
2020-05-24	Security	Other - Security	m	ar	1
2020-05-24	Security	Other - Security	f	ar	1
2020-05-24	Security	Other - Security	f	ar	1
2020-05-24	Corruption	Other - Corruption	m	ar	1
2020-05-25	Security	Other - Security	m	ar	1
2020-05-25	Security	Hopeless/Negative/Pessimistic	m	ar	2
2020-05-25	Security	Other - Security	m	ar	1
2020-05-25	Corruption	Other - Corruption	f	ar	1
2020-05-25	Corruption	Other - Corruption	m	ar	2
2020-05-25	Services	Collective Action	m	ar	1
2020-05-26	Security	Other - Security	f	ar	1
2020-05-26	Security	Other - Security	m	ar	3
2020-05-26	Security	Hopeless/Negative/Pessimistic	f	ar	1
2020-05-26	Security	Other - Security	m	ar	1
2020-05-26	Corruption	Other - Corruption	m	ar	1
2020-05-26	Services	Other - Services	m	ar	1
2020-05-26	Services	Divine Intervention	f	ar	1
2020-05-27	Security	Other - Security	m	ar	2
2020-05-27	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-05-27	Corruption	Other - Corruption	f	ar	2
2020-05-27	Corruption	Other - Corruption	m	ar	2
2020-05-28	Security	Other - Security	f	ar	1
2020-05-28	Security	Other - Security	m	ar	6
2020-05-28	Corruption	Other - Corruption	f	ar	1
2020-05-28	Corruption	Other - Corruption	m	ar	4
2020-05-28	Services	Divine Intervention	m	ar	2
2020-05-28	Governance	Other - Governance	m	ar	1
2020-05-29	Security	Other - Security	m	ar	1
2020-05-29	Security	Other - Security	f	ar	1
2020-05-29	Security	Other - Security	m	ar	1
2020-05-29	Security	Other - Security	f	ar	1
2020-05-29	Security	Other - Security	m	ar	2
2020-05-29	Security	Other - Security	f	ar	1
2020-05-29	Corruption	Other - Corruption	m	ar	2
2020-05-29	Services	Other - Services	m	ar	1
2020-05-29	Governance	Other - Governance	f	ar	1
2020-05-30	Security	Other - Security	f	ar	2
2020-05-30	Security	Other - Security	m	ar	3
2020-05-30	Security	Other - Security	f	ar	1
2020-05-30	Security	Other - Security	m	ar	1
2020-05-30	Corruption	Other - Corruption	f	ar	2
2020-05-30	Corruption	Other - Corruption	m	ar	3
2020-05-30	Corruption	Active-agentic	f	ar	1
2020-05-30	Services	Divine Intervention	m	ar	1
2020-05-30	Governance	Other - Governance	m	ar	1
2020-05-30	Governance	Other - Governance	m	ar	1
2020-05-31	Corruption	Other - Corruption	f	ar	2
2020-05-31	Corruption	Other - Corruption	m	ar	2
2020-05-31	Services	Other - Services	m	ar	1
2020-05-31	Governance	Other - Governance	m	ar	1
2020-04-01	Security	Other - Security	f	ar	1
2020-04-01	Corruption	Other - Corruption	f	ar	1
2020-04-01	Services	Divine Intervention	f	ar	1
2020-04-02	Corruption	Other - Corruption	m	ar	1
2020-04-02	Governance	Other - Governance	m	ar	1
2020-04-03	Security	Other - Security	f	ar	1
2020-04-03	Security	Other - Security	m	ar	1
2020-04-03	Security	Hopeful/Positive/Optimistic	m	ar	1
2020-04-03	Security	Other - Security	m	ar	1
2020-04-03	Corruption	Other - Corruption	m	ar	1
2020-04-03	Services	Collective Action	m	ar	2
2020-04-03	Services	Divine Intervention	m	ar	2
2020-04-04	Security	Other - Security	m	ar	2
2020-04-04	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-04-04	Corruption	Other - Corruption	m	ar	1
2020-04-04	Services	Collective Action	m	ar	1
2020-04-04	Services	Divine Intervention	m	ar	1
2020-04-05	Corruption	Other - Corruption	f	ar	1
2020-04-05	Corruption	Other - Corruption	m	ar	1
2020-04-05	Services	Divine Intervention	m	ar	1
2020-04-06	Security	Other - Security	m	ar	2
2020-04-06	Security	Other - Security	m	ar	1
2020-04-07	Security	Other - Security	f	ar	2
2020-04-07	Security	Other - Security	m	ar	1
2020-04-07	Corruption	Other - Corruption	m	ar	1
2020-04-07	Services	Divine Intervention	f	ar	1
2020-04-08	Security	Other - Security	m	ar	1
2020-04-08	Security	Other - Security	m	ar	1
2020-04-08	Security	Other - Security	m	ar	1
2020-04-09	Security	Other - Security	m	ar	2
2020-04-09	Security	Other - Security	f	ar	1
2020-04-09	Security	Other - Security	f	ar	2
2020-04-09	Security	Other - Security	m	ar	1
2020-04-09	Corruption	Other - Corruption	f	ar	1
2020-04-09	Corruption	Other - Corruption	m	ar	1
2020-04-09	Corruption	Active-agentic	m	ar	1
2020-04-10	Corruption	Other - Corruption	m	ar	2
2020-04-11	Security	Other - Security	m	ar	2
2020-04-11	Security	Hopeful/Positive/Optimistic	m	ar	1
2020-04-11	Corruption	Other - Corruption	f	ar	1
2020-04-11	Corruption	Other - Corruption	m	ar	1
2020-04-12	Security	Other - Security	f	ar	2
2020-04-12	Security	Other - Security	m	ar	2
2020-04-12	Corruption	Other - Corruption	m	ar	2
2020-04-12	Services	Collective Action	m	ar	1
2020-04-13	Security	Other - Security	f	ar	1
2020-04-13	Security	Other - Security	m	ar	1
2020-04-13	Corruption	Other - Corruption	m	ar	1
2020-04-14	Security	Other - Security	m	ar	1
2020-04-14	Corruption	Other - Corruption	m	ar	2
2020-04-14	Corruption	Other - Corruption	m	ar	1
2020-04-14	Services	Collective Action	m	ar	1
2020-04-15	Security	Other - Security	m	ar	1
2020-04-15	Security	Other - Security	m	ar	1
2020-04-15	Corruption	Other - Corruption	m	ar	3
2020-04-16	Security	Other - Security	f	ar	1
2020-04-16	Security	Other - Security	m	ar	3
2020-04-16	Corruption	Other - Corruption	m	ar	1
2020-04-16	Services	Other - Services	m	ar	1
2020-04-16	Services	Divine Intervention	f	ar	1
2020-04-16	Services	Divine Intervention	m	ar	1
2020-04-17	Security	Other - Security	f	ar	1
2020-04-17	Security	Other - Security	m	ar	1
2020-04-17	Security	Other - Security	m	ar	1
2020-04-17	Corruption	Other - Corruption	f	ar	1
2020-04-17	Corruption	Other - Corruption	m	ar	1
2020-04-17	Economy	Other - Economy	f	ar	1
2020-04-18	Security	Other - Security	m	ar	1
2020-04-18	Corruption	Other - Corruption	f	ar	2
2020-04-18	Corruption	Other - Corruption	m	ar	1
2020-04-18	Governance	Other - Governance	f	ar	1
2020-04-19	Security	Other - Security	f	ar	1
2020-04-19	Security	Other - Security	m	ar	2
2020-04-19	Security	Other - Security	f	ar	2
2020-04-19	Security	Other - Security	m	ar	1
2020-04-19	Corruption	Other - Corruption	f	ar	1
2020-04-20	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-04-20	Corruption	Other - Corruption	f	ar	2
2020-04-20	Corruption	Other - Corruption	m	ar	3
2020-04-21	Security	Other - Security	f	ar	1
2020-04-21	Security	Other - Security	m	ar	1
2020-04-21	Security	Other - Security	f	ar	2
2020-04-21	Security	Other - Security	m	ar	3
2020-04-21	Corruption	Other - Corruption	m	ar	2
2020-04-21	Services	Divine Intervention	f	ar	1
2020-04-21	Services	Divine Intervention	m	ar	1
2020-04-22	Security	Other - Security	m	ar	2
2020-04-22	Security	Other - Security	m	ar	1
2020-04-22	Corruption	Other - Corruption	f	ar	1
2020-04-22	Corruption	Other - Corruption	m	ar	2
2020-04-22	Services	Divine Intervention	m	ar	1
2020-04-22	Governance	Other - Governance	m	ar	1
2020-04-23	Corruption	Other - Corruption	f	ar	4
2020-04-23	Corruption	Other - Corruption	m	ar	7
2020-04-23	Services	Other - Services	m	ar	1
2020-04-24	Security	Other - Security	f	ar	1
2020-04-24	Security	Other - Security	m	ar	1
2020-04-24	Corruption	Other - Corruption	f	ar	1
2020-04-24	Corruption	Other - Corruption	m	ar	1
2020-04-24	Services	Other - Services	m	ar	1
2020-04-25	Security	Other - Security	m	ar	1
2020-04-25	Corruption	Other - Corruption	m	ar	2
2020-04-25	Services	Other - Services	m	ar	2
2020-04-25	Economy	Other - Economy	m	ar	1
2020-04-25	Governance	Other - Governance	f	ar	1
2020-04-26	Security	Other - Security	f	ar	3
2020-04-26	Corruption	Other - Corruption	m	ar	3
2020-04-26	Corruption	Other - Corruption	m	ar	1
2020-04-27	Corruption	Other - Corruption	m	ar	1
2020-04-27	Governance	Other - Governance	m	ar	1
2020-04-27	Governance	Other - Governance	m	ar	1
2020-04-28	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-04-28	Security	Other - Security	m	ar	1
2020-04-28	Security	Other - Security	f	ar	1
2020-04-28	Corruption	Other - Corruption	f	ar	1
2020-04-28	Corruption	Other - Corruption	m	ar	1
2020-04-29	Security	Other - Security	m	ar	2
2020-04-29	Security	Other - Security	m	ar	1
2020-04-29	Corruption	Other - Corruption	f	ar	1
2020-04-29	Corruption	Other - Corruption	m	ar	1
2020-04-30	Security	Other - Security	m	ar	1
2020-04-30	Security	Other - Security	f	ar	2
2020-04-30	Security	Other - Security	m	ar	1
2020-04-30	Corruption	Other - Corruption	m	ar	1
2020-03-01	Security	Other - Security	m	ar	1
2020-03-01	Corruption	Other - Corruption	f	ar	2
2020-03-01	Services	Collective Action	m	ar	1
2020-03-01	Governance	Other - Governance	m	ar	1
2020-03-01	Governance	Other - Governance	f	ar	1
2020-03-02	Security	Other - Security	m	ar	1
2020-03-02	Corruption	Other - Corruption	f	ar	1
2020-03-02	Corruption	Other - Corruption	m	ar	2
2020-03-03	Security	Other - Security	m	ar	1
2020-03-03	Security	Other - Security	m	ar	1
2020-03-03	Corruption	Other - Corruption	m	ar	1
2020-03-03	Governance	Other - Governance	m	ar	1
2020-03-04	Corruption	Other - Corruption	m	ar	3
2020-03-04	Corruption	Other - Corruption	f	ar	1
2020-03-04	Governance	Other - Governance	m	ar	1
2020-03-05	Security	Other - Security	m	ar	1
2020-03-05	Corruption	Other - Corruption	m	ar	1
2020-03-05	Services	Other - Services	m	ar	1
2020-03-05	Services	Collective Action	f	ar	1
2020-03-05	Services	Other - Services	m	ar	1
2020-03-06	Security	Other - Security	m	ar	1
2020-03-06	Corruption	Other - Corruption	m	ar	1
2020-03-07	Security	Other - Security	m	ar	2
2020-03-07	Corruption	Other - Corruption	m	ar	1
2020-03-08	Security	Hopeful/Positive/Optimistic	m	ar	1
2020-03-09	Corruption	Other - Corruption	m	ar	2
2020-03-09	Corruption	Active-agentic	f	ar	1
2020-03-10	Security	Other - Security	f	ar	1
2020-03-10	Security	Other - Security	m	ar	1
2020-03-10	Services	Divine Intervention	m	ar	1
2020-03-10	Governance	Other - Governance	m	ar	1
2020-03-11	Security	Other - Security	m	ar	1
2020-03-11	Corruption	Other - Corruption	f	ar	2
2020-03-11	Corruption	Other - Corruption	m	ar	2
2020-03-12	Security	Other - Security	m	ar	2
2020-03-12	Services	Collective Action	f	ar	1
2020-03-13	Security	Other - Security	m	ar	1
2020-03-13	Security	Hopeless/Negative/Pessimistic	f	ar	1
2020-03-13	Corruption	Other - Corruption	f	ar	2
2020-03-13	Corruption	Other - Corruption	m	ar	1
2020-03-13	Corruption	Other - Corruption	m	ar	1
2020-03-13	Services	Other - Services	m	ar	1
2020-03-13	Services	Divine Intervention	m	ar	2
2020-03-13	Governance	Other - Governance	m	ar	1
2020-03-14	Security	Other - Security	f	ar	1
2020-03-14	Security	Hopeful/Positive/Optimistic	f	ar	1
2020-03-14	Corruption	Other - Corruption	m	ar	2
2020-03-15	Corruption	Other - Corruption	m	ar	1
2020-03-15	Services	Divine Intervention	m	ar	2
2020-03-16	Security	Other - Security	m	ar	1
2020-03-16	Corruption	Other - Corruption	m	ar	5
2020-03-16	Corruption	Other - Corruption	m	ar	1
2020-03-17	Security	Other - Security	m	ar	1
2020-03-17	Security	Other - Security	m	ar	1
2020-03-17	Corruption	Other - Corruption	m	ar	5
2020-03-17	Governance	Other - Governance	f	ar	1
2020-03-17	Governance	Other - Governance	m	ar	1
2020-03-17	Governance	Other - Governance	m	ar	1
2020-03-18	Security	Other - Security	f	ar	1
2020-03-18	Security	Other - Security	m	ar	1
2020-03-18	Security	Other - Security	f	ar	1
2020-03-18	Corruption	Other - Corruption	f	ar	1
2020-03-19	Security	Other - Security	f	ar	2
2020-03-19	Security	Other - Security	m	ar	1
2020-03-19	Services	Divine Intervention	m	ar	1
2020-03-20	Security	Other - Security	m	ar	2
2020-03-20	Corruption	Other - Corruption	f	ar	1
2020-03-20	Corruption	Other - Corruption	m	ar	2
2020-03-21	Security	Other - Security	m	ar	1
2020-03-21	Corruption	Other - Corruption	m	ar	2
2020-03-21	Services	Divine Intervention	f	ar	1
2020-03-21	Services	Divine Intervention	m	ar	1
2020-03-22	Security	Other - Security	m	ar	1
2020-03-22	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-03-22	Corruption	Other - Corruption	f	ar	1
2020-03-23	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-03-23	Corruption	Other - Corruption	m	ar	1
2020-03-23	Economy	Other - Economy	f	ar	1
2020-03-24	Security	Other - Security	m	ar	1
2020-03-24	Corruption	Other - Corruption	m	ar	1
2020-03-24	Services	Divine Intervention	f	ar	1
2020-03-25	Services	Divine Intervention	f	ar	1
2020-03-25	Governance	Other - Governance	m	ar	1
2020-03-26	Corruption	Other - Corruption	f	ar	1
2020-03-26	Corruption	Other - Corruption	m	ar	4
2020-03-27	Security	Other - Security	f	ar	1
2020-03-28	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-03-28	Security	Other - Security	m	ar	1
2020-03-28	Corruption	Other - Corruption	f	ar	2
2020-03-28	Corruption	Other - Corruption	m	ar	4
2020-03-28	Corruption	Active-agentic	m	ar	1
2020-03-29	Corruption	Other - Corruption	m	ar	1
2020-03-29	Corruption	Other - Corruption	f	ar	1
2020-03-29	Services	Other - Services	m	ar	2
2020-03-29	Services	Divine Intervention	m	ar	2
2020-03-30	Corruption	Other - Corruption	m	ar	1
2020-03-30	Services	Divine Intervention	f	ar	1
2020-03-30	Economy	Other - Economy	f	ar	1
2020-03-31	Security	Other - Security	f	ar	1
2020-03-31	Security	Other - Security	m	ar	1
2020-03-31	Security	Other - Security	m	ar	2
2020-03-31	Corruption	Other - Corruption	f	ar	1
2020-03-31	Corruption	Other - Corruption	m	ar	3
2020-03-31	Corruption	Other - Corruption	f	ar	1
2020-03-31	Services	Divine Intervention	m	ar	1
2020-03-31	Governance	Other - Governance	m	ar	3
2020-02-01	Security	Other - Security	f	ar	1
2020-02-01	Security	Other - Security	m	ar	3
2020-02-01	Security	Hopeless/Negative/Pessimistic	f	ar	2
2020-02-01	Security	Other - Security	m	ar	3
2020-02-01	Corruption	Other - Corruption	f	ar	2
2020-02-01	Corruption	Other - Corruption	m	ar	5
2020-02-01	Economy	Other - Economy	m	ar	1
2020-02-02	Security	Other - Security	m	ar	2
2020-02-02	Security	Other - Security	f	ar	1
2020-02-02	Corruption	Other - Corruption	f	ar	1
2020-02-02	Corruption	Other - Corruption	m	ar	10
2020-02-02	Corruption	Other - Corruption	m	ar	1
2020-02-02	Services	Collective Action	m	ar	1
2020-02-02	Governance	Other - Governance	f	ar	1
2020-02-03	Security	Other - Security	f	ar	2
2020-02-03	Security	Other - Security	m	ar	3
2020-02-03	Security	Other - Security	m	ar	2
2020-02-03	Security	Other - Security	f	ar	1
2020-02-03	Security	Other - Security	m	ar	2
2020-02-03	Corruption	Other - Corruption	f	ar	2
2020-02-03	Corruption	Other - Corruption	m	ar	8
2020-02-03	Corruption	Other - Corruption	m	ar	1
2020-02-03	Governance	Other - Governance	m	ar	1
2020-02-04	Security	Other - Security	f	ar	2
2020-02-04	Security	Other - Security	m	ar	2
2020-02-04	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-02-04	Security	Other - Security	m	ar	1
2020-02-04	Corruption	Other - Corruption	m	ar	7
2020-02-04	Services	Other - Services	m	ar	1
2020-02-05	Security	Other - Security	f	ar	5
2020-02-05	Security	Other - Security	m	ar	5
2020-02-05	Security	Hopeful/Positive/Optimistic	m	ar	1
2020-02-05	Security	Hopeless/Negative/Pessimistic	m	ar	1
2020-02-05	Security	Other - Security	m	ar	1
2020-02-05	Corruption	Other - Corruption	f	ar	2
2020-02-05	Corruption	Other - Corruption	m	ar	8
2020-02-06	Security	Other - Security	f	ar	8
2020-02-06	Security	Other - Security	m	ar	10
2020-02-06	Security	Hopeful/Positive/Optimistic	m	ar	1
2020-02-06	Security	Other - Security	f	ar	1
2020-02-06	Security	Other - Security	m	ar	2
2020-02-06	Corruption	Other - Corruption	f	ar	1
2020-02-06	Corruption	Other - Corruption	m	ar	10
2020-02-06	Corruption	Other - Corruption	m	ar	1
2020-02-06	Services	Other - Services	f	ar	1
2020-02-06	Services	Other - Services	m	ar	1
2020-02-06	Governance	Other - Governance	m	ar	1
2020-02-07	Security	Other - Security	f	ar	4
2020-02-07	Security	Other - Security	m	ar	3
2020-02-07	Security	Other - Security	f	ar	1
2020-02-07	Security	Other - Security	m	ar	1
2020-02-07	Corruption	Other - Corruption	f	ar	1
2020-02-07	Corruption	Other - Corruption	m	ar	4
2020-02-07	Services	Collective Action	m	ar	1
2020-02-08	Security	Other - Security	m	ar	1
2020-02-08	Security	Other - Security	m	ar	1
2020-02-08	Corruption	Other - Corruption	m	ar	5
2020-02-08	Services	Other - Services	f	ar	1
2020-02-09	Security	Other - Security	m	ar	2
2020-02-09	Security	Other - Security	m	ar	3
2020-02-09	Security	Other - Security	m	ar	1
2020-02-09	Security	Other - Security	m	ar	1
2020-02-09	Corruption	Other - Corruption	m	ar	2
2020-02-10	Security	Other - Security	m	ar	4
2020-02-10	Security	Other - Security	m	ar	1
2020-02-10	Corruption	Other - Corruption	f	ar	1
2020-02-10	Corruption	Other - Corruption	m	ar	4
2020-02-10	Services	Other - Services	f	ar	2
2020-02-10	Governance	Other - Governance	m	ar	1
2020-02-11	Security	Other - Security	f	ar	1
2020-02-11	Security	Other - Security	m	ar	1
2020-02-11	Security	Hopeless/Negative/Pessimistic	m	ar	2
2020-02-11	Corruption	Other - Corruption	f	ar	1
2020-02-11	Corruption	Other - Corruption	m	ar	5
2020-02-11	Governance	Other - Governance	m	ar	1
2020-02-12	Security	Other - Security	m	ar	4
2020-02-12	Security	Other - Security	m	ar	1
2020-02-12	Corruption	Other - Corruption	f	ar	1
2020-02-12	Corruption	Other - Corruption	m	ar	1
2020-02-12	Governance	Other - Governance	f	ar	1
2020-02-13	Security	Other - Security	m	ar	1
2020-02-13	Security	Other - Security	m	ar	1
2020-02-13	Security	Other - Security	m	ar	2
2020-02-13	Corruption	Other - Corruption	f	ar	1
2020-02-13	Corruption	Other - Corruption	m	ar	5
2020-02-14	Security	Other - Security	m	ar	2
2020-02-14	Security	Other - Security	m	ar	2
2020-02-14	Corruption	Other - Corruption	f	ar	1
2020-02-14	Corruption	Other - Corruption	m	ar	3
2020-02-15	Security	Other - Security	f	ar	1
2020-02-15	Security	Other - Security	m	ar	1
2020-02-15	Security	Other - Security	m	ar	1
2020-02-15	Corruption	Other - Corruption	f	ar	4
2020-02-15	Corruption	Other - Corruption	m	ar	10
2020-02-15	Services	Other - Services	m	ar	2
2020-02-15	Services	Leadership	m	ar	1
2020-02-16	Security	Other - Security	f	ar	2
2020-02-16	Security	Other - Security	m	ar	1
2020-02-16	Security	Other - Security	m	ar	2
2020-02-16	Corruption	Other - Corruption	f	ar	1
2020-02-16	Corruption	Other - Corruption	m	ar	5
2020-02-16	Corruption	Active-agentic	m	ar	1
2020-02-17	Security	Other - Security	m	ar	1
2020-02-17	Corruption	Other - Corruption	m	ar	3
2020-02-17	Services	Collective Action	f	ar	1
2020-02-18	Security	Other - Security	f	ar	1
2020-02-18	Security	Other - Security	m	ar	1
2020-02-18	Security	Other - Security	f	ar	1
2020-02-18	Security	Other - Security	m	ar	1
2020-02-18	Corruption	Other - Corruption	m	ar	2
2020-02-19	Security	Other - Security	m	ar	2
2020-02-19	Security	Other - Security	f	ar	1
2020-02-19	Security	Other - Security	m	ar	1
2020-02-19	Corruption	Other - Corruption	f	ar	2
2020-02-19	Corruption	Other - Corruption	m	ar	2
2020-02-19	Services	Collective Action	m	ar	1
2020-02-19	Services	Other - Services	m	ar	1
2020-02-20	Corruption	Other - Corruption	m	ar	1
2020-02-21	Security	Other - Security	m	ar	2
2020-02-21	Security	Other - Security	m	ar	2
2020-02-21	Corruption	Other - Corruption	m	ar	3
2020-02-21	Services	Other - Services	m	ar	1
2020-02-21	Economy	Other - Economy	m	ar	1
2020-02-22	Security	Other - Security	m	ar	2
2020-02-22	Corruption	Other - Corruption	f	ar	1
2020-02-22	Corruption	Other - Corruption	m	ar	3
2020-02-22	Services	Other - Services	m	ar	1
2020-02-23	Security	Other - Security	m	ar	1
2020-02-23	Corruption	Other - Corruption	m	ar	2
2020-02-24	Security	Other - Security	f	ar	1
2020-02-24	Security	Other - Security	m	ar	1
2020-02-24	Security	Other - Security	m	ar	1
2020-02-24	Corruption	Other - Corruption	m	ar	2
2020-02-24	Services	Divine Intervention	m	ar	1
2020-02-24	Economy	Other - Economy	m	ar	1
2020-02-25	Security	Other - Security	m	ar	2
2020-02-25	Corruption	Other - Corruption	m	ar	1
2020-02-25	Services	Divine Intervention	m	ar	1
2020-02-26	Security	Other - Security	f	ar	1
2020-02-26	Security	Other - Security	m	ar	2
2020-02-26	Security	Other - Security	f	ar	1
2020-02-26	Corruption	Other - Corruption	m	ar	4
2020-02-26	Economy	Other - Economy	m	ar	1
